title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
채식주의자,한강 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788936433598,"2016년 맨부커상 수상작. 10년 전 작가 한강은 '내 여자의 열매'라는 단편소설을 썼다. 한 여자가 아파트 베란다에서 식물이 되고, 함께 살던 남자는 그녀를 화분에 심는 이야기였다. &lt;채식주의자&gt;는 언젠가 그 변주를 쓰고 싶다는 바람에서 출발했다. 표제작 '채식주의자', 2005년 이상문학상 수상작인 '몽고반점', 그리고 '나무 불꽃', 세 편의 중편으로 구성된 연작 소설로, 상처받은 영혼의 고통과 식물적인 상상력이 결합해 섬뜩한 아름다움을 뿜어낸다.","한국인 최초 맨부커상 수상작가 한강의 새로운 시도!

한국인 최초 맨부커상 수상작 『채식주의자』. 1부《채식주의자》,  2005년 이상문학상 수상작인 2부 《몽고반점》, 그리고  3부《나무 불꽃》으로 구성되어 있다. 단아하고 시심 어린 문체와 밀도있는 구성력이라는 작가 특유의 개성이 고스란히 살아 있으면서도 상처 입은 영혼의 고통을 식물적인 상상력에 결합시켜 섬뜩한 아름다움의 미학을 완성했다는 평가를 받았다. 

어린시절 자신의 다리를 문 개를 죽이는 장면이 뇌리에 박혀 점점 육식을 멀리하고 스스로가 나무가 되어간다고 생각하는 영혜를 주인공으로 각 편에서 다른 화자가 등장한다. 《채식주의자》에서는 아내의 행동을 이해할 수 없는 남편, 《몽고반점》에서는 처제의 엉덩이에 남은 몽고반점을 탐하며 예술혼을 불태우는 사진작가인 영혜의 형부, 세번째 《나무 불꽃》에서는 남편과 여동생의 불륜을 목격했으나 그렇게 살아갈 수밖에 없는 인혜가 화자로 등장한다.

잔잔한 목소리지만 숨 막힐 듯한 흡인력이 돋보이는 이 소설은 상처받은 영혼의 고통과 식물적인 상상력을 결합시켜 섬뜩하지만 아름다운 미적 경지를 보여준다. 지금까지 저자가 발표해온 작품에 등장했던 욕망, 식물성, 죽음, 존재론 등의 문제를 한데 집약시켜놓은 것이라는 평을 받고 있다.",57521,BOOK
나의 히어로 아카데미아 8 - 야오요로즈 : 라이징,호리코시 코헤이 (지은이),4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9788926352670,"기말고사 실기시험이 시작됐습니다. 선생님들을 2인 1조로 상대하는 전투시험! 파트너인 토도로키에 비해, 지금의 내가 할 수 있는 일 따윈…. 하지만, 반드시 합격하고 말 거예요! “Plus Ultra”!!","『나의 히어로 아카데미아』제8권. 기말고사 실기시험이 시작됐습니다. 선생님들을 2인 1조로 상대하는     전투시험! 파트너인 토도로키에 비해,  지금의 내가 할 수 있는 일 따윈….  하지만, 반드시 합격하고 말 거예요!  “Plus Ultra”!!",4568,BOOK
종의 기원,정유정 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788956609959,"펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 정유정이 전작 &lt;28&gt; 이후 3년 만에 장편소설 &lt;종의 기원&gt;으로 독자들을 찾았다. 작품 안에서 늘 허를 찌르는 반전을 선사했던 작가답게, 이번 작품에서 정유정의 상상력은 전혀 다른 방향에서 빛을 발한다.","26년 동안 숨어 있던 내 안의 또 다른 내가 왔다!

펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 작가 정유정의 장편소설 『종의 기원』. 전작 《28》 이후 3년 만에 펴낸 이 작품을 작가는 이렇게 정의한다. 평범했던 한 청년이 살인자로 태어나는 과정을 그린 ‘악인의 탄생기’라고. 이번 작품에서 작가는 미지의 세계가 아닌 인간, 그 내면 깊숙한 곳으로 독자들을 초대한다. 지금껏 ‘악’에 대한 시선을 집요하게 유지해온 작가는 이번 작품에 이르러 ‘악’ 그 자체가 되어 놀라운 통찰력으로 ‘악’의 심연을 치밀하게 그려보인다. 영혼이 사라진 인간의 내면을 정밀하게 관찰하고 이야기를 전개해 나가며 그 누구도 온전히 보여주지 못했던 ‘악’의 속살을 보여주고자 한다.

가족여행에서 사고로 아버지와 한 살 터울의 형을 잃은 후 정신과 의사인 이모가 처방해준 정체불명의 약을 매일 거르지 않고 먹기 시작한 유진은 주목받는 수영선수로 활약하던 열여섯 살에 약을 끊고 경기에 출전했다가 그 대가로 경기 도중 첫 번째 발작을 일으키고 선수 생활에 종지부를 찍었다. 한없이 몸을 무기력하게 만드는 약과 늘 주눅 들게 하는 어머니의 철저한 규칙, 그리고 자신을 마음대로 조종하는 듯한 기분 나쁜 이모의 감시 아래 자유로운 삶을 살 수 없었던 유진은 가끔씩 약을 끊고 어머니 몰래 밤 외출을 하는 것으로 위안을 삼아왔다. 

이번에도 매일 먹어야 하는 약을 며칠간 끊은 상태였고, 그래서 전날 밤 ‘개병’이 도져 외출을 했었던 유진은 자리에 누워 곧 시작될 발작을 기다리고 있다가 자신의 집에 양자로 들어와 형의 자리를 대신하고 있는 해진의 전화를 받는다. 어젯밤부터 어머니와 연락이 닿지 않는다며 집에 별일 없는지 묻는 해진의 말에 자리에서 일어난 유진은 피투성이인 방 안과, 마찬가지로 피범벅이 된 자신의 모습을 확인한다. 핏자국을 따라, 아파트 복층에 있는 자기 방에서 나와 계단을 지나 거실로 내려온 유진은 끔찍하게 살해된 어머니의 시신을 보게 되는데…….",43440,BOOK
못 참는 아이 욱하는 부모,오은영 (지은이),51795,국내도서>좋은부모>육아>자녀 심리,9788997396658,"아이는 천천히 배운다. 아이가 낯선 상황과 주어진 조건을 이해하고, 뇌에서 그것을 처리하고 행동으로 옮기기까지는 시간이 걸린다. 이때 부모는 ‘참아 주는 것’이 아니라 ‘당연히 기다리는 것’으로 생각해야 한다. 부모가 참아 준다고 생각하면, ‘이만큼 참아 줬으면 됐지!’ 하고 욱한다.","“못 참는 아이를 욱하는 어른으로 키우지 않으려면감정 조절이 답이다”

★50만 부 발매 기념 리커버 에디션★
대한민국 육아멘토 오은영 박사의 긴급 진단!
욱하는 대한민국을 변화시킬 필독 육아서

육아 책의 레전드!
50만 부 발매 기념 리커버 에디션

우리 아이 절대 욱하는 어른으로 키워서는 안된다!
오은영 박사의 감정 조절 육아법 

대한정신건강의학회의 조사에 따르면, 우리나라 성인의 절반 이상이 분노조절장애를 경험했으며, 10명 중 1명은 치료가 필요한 상태라고 했다. 이렇게 불안한 사회에서 자녀를 키우고 있는 많은 대한민국 부모들을 위해 국민 육아 멘토로 불리는 오은영 박사가 긴급 처방을 내놓았다.  감정 조절은 영유아 시기부터 올바르게 발달시키는 것이 매우 중요하며, 자녀에게 가장 큰 영향력을 끼치는 부모들도 꼭 학습해야 할 부분이다. 감정 발달은 후천적인 것으로, 보통은 부모와 자녀 관계에서 학습된다. 부모가 감정 발달이 잘 되지 못해 감정 조절에 미숙하다면, 아이 또한 그렇게 될 가능성이 높아진다.  

감정 조절이 안 되는 아이들은 조금도 참지 못하거나, 너무 느리거나, 공격적인 행동을 하는 등 다양한 문제 행동을 일으킨다. 부모는 자녀들이 문제 행동을 할 때 처음에는 어느 정도 참아 주다가 결국 욱이 터지고 만다. 부모의 욱은 아이의 감정 발달을 방해하고, 부모 자녀의 관계를 망치며, 아이의 문제 해결 능력도 떨어뜨린다. 아이는 내면의 다양한 감정을 표현하지 못함으로써 연령에 맞춰 적절하게 감정주머니를 키우지 못하게 되고 결국 욱하는 어른으로 성장하게 된다. 못 참는 아이를 욱하는 어른으로 키우지 않으려면 아이와 어떻게 소통하고 가르쳐야 하는지에 관한 오은영 박사의 솔루션과 지침이 생생한 사례와 수많은 임상 경험 등을 통해 소개된다.",24674,BOOK
"다시, 책은 도끼다 - 박웅현 인문학 강독회",박웅현 (지은이),51537,국내도서>인문학>책읽기/글쓰기>책읽기,9788956056609,"&lt;책은 도끼다&gt;의 저자 박웅현의 신작. 다양한 방면의 책들을 저자 특유의 창의적인 관점과 시선에서 쉽고, 흥미롭게 풀어냈다. 저자는 다독보다는 깊게 읽는 독서, 외부의 권위에 눌리지 않고 나만의 울림을 찾을 줄 아는 독법에 대해 다시 한 번 강조한다.","베스트셀러 《책은 도끼다》의 저자 박웅현의 신작

정답이라고 주장할 수 있는 독법은 없으나, ‘이 사람의 것’이라면 믿을 만하다고 여겨지는 독법은 있다. 바로, 베스트셀러 《책은 도끼다》의 저자 박웅현의 독법이 그러하다. 그런 그가 《책은 도끼다》 이후 5년 만에 자신의 이름을 내걸은 인문학 강독회로 돌아왔다. 모두가 후속작이 나오기만을 기다려왔던 책, 그래서 제목도 『다시, 책은 도끼다』이다. 

지난 해 초겨울부터 올해 봄까지 총 9회에 걸쳐 이루어진 강독회의 내용을 바탕으로 한 이 책은 박웅현 특유의 ‘들여다보기’ 독법을 강화하여 텍스트 자체를 더욱 밀도 있고 세밀하게 파고든다. 시, 소설, 에세이는 물론이고 예술과 역사를 다룬 인문서에 이르기까지 다양한 방면의 책들을 박웅현만의 창의적인 관점과 시선으로 쉽고, 흥미롭게 풀어낸다.",9275,BOOK
표현의 기술,"유시민 (지은이), 정훈이 (그림)",51378,국내도서>인문학>교양 인문학,9788965133759,"표현의 귀재 유시민이 말하는 표현의 기밀. 표현하고자 하는 바를 거침없이 표현하고 그것을 상대가 공감하게 만드는 일은, 쉬워 보이지만 꽤나 정교한 '기술'을 요한다. 어떤 형식으로든 생각과 감정을 표현하려면 그에 필요한 기술을 익혀야 한다.","표현의 귀재 유시민, 그가 말하는 표현의 기술!

『표현의 기술』은 유시민이 평소 온오프라인을 통해 독자들과 주고받았던 말을 정리하고 보탠 책이다. 표현하고자 하는 바를 표현하고 그것을 상대가 공감하게 만드는 일은 꽤나 정교한 ‘기술’을 요한다. 대한민국 대표 작가 유시민은 글쓰기뿐만 아니라 말하기, 토론하기, 안티 대응 등, 표현을 잘 할 수 있는 모든 궁금증에 대해, 그만의 ‘표현의 기밀’을 아낌없이 전수한다.

여기에 《씨네 21》에서 20여 년간 만화를 연재한 ‘그림쟁이 정훈이’가 함께하여 더욱 독특한 시너지를 보여준다. 어디에서도 공개하지 않았던 만화가 특유의 위트 있고 진솔한 삶의 여정을 통해 정훈이만의 ‘표현의 기술’을 들여다 볼 수 있다. 각자의 자리에서 대표 작가로 인정받은 그들은 표현하는 내용도, 방식도, 기술도 다르지만 ‘표현의 기술’은 서로 통한다는 것을 알 수 있다.",10384,BOOK
미스테리아 7호,미스테리아 편집부 (엮은이),51055,국내도서>소설/시/희곡>세계의 소설>기타 국가 소설,9772384289005,"「미스테리아」 7호. 서미애 작가의 단편 '그녀의 취미 생활', 엘모어 레너드의 단편 '유마 행 3시 10분', 이사카 고타로의 단편 '하마다 청년 정말임꽈'가 수록되어 있으며, 창간 1주년을 맞아 다양한 기사도 준비되어 있다.",,1818,BOOK
디어 마이 프렌즈 1 - 노희경 원작 소설,"노희경, 이성숙, 노을",50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791187292241,"노희경 드라마 &lt;디어 마이 프렌즈&gt; 원작 소설. 2, 30대의 달달한 로맨스도 아니고, 결혼과 유산을 둘러싼 막장 스토리도 아닌, 일흔 전후의 노인네들 이야기다. 내 부모들의 진짜 인생을 있는 그대로 들여다봄으로써 전 세대 시청자들에게 엄청난 호응과 찬사를 받은 이 작품이 노희경 작가의 언어 그대로 소설화되었다.","노희경 작가의 언어 그대로 소설화된 《디어 마이 프렌즈》!

우리 시대 노인들, 내 부모들의 진짜 인생을 있는 그대로 들여다봄으로써 전 세대 시청자들에게 엄청난 호응과 찬사를 받은 tvN 화제의 드라마 《디어 마이 프렌즈》 원작 소설 『디어 마이 프렌즈』제1권. 작가인 완이가 엄마 난희와 꼰대 친구들의 이야기를 1인칭 시점과 관찰자적 시점을 오가며 솔직하고 세밀하게, 때로는 발칙하게 묘사해낸다. 

남편과 사별하고 혼자 중국집 운영하며 인생을 즐기는 것 같지만 부모에게도 남편에게도 제대로 된 사랑을 받아보지 못해 딸에게 집착하는 외로운 여자인 완의 엄마 난희, 평생 남편에게 매 맞고 산 복수라며 남편을 구박하지만 실은 병들고 늙은 남편과 장애인이 된 아들을 지극정성으로 돌보는 정 많은 난희의 엄마 쌍분. 평생 공주처럼 우아하게 살아온 것 같은 사차원 독거노인 희자.

가부장적인 구두쇠 남편과 시집간 세 딸의 뒤치다꺼리에도 늘 행복하게 웃지만 결정적인 순간 누구도 상상치 못한 방법으로 독립을 선언한 정아와 완이가 꼴도 보기 싫어하는 정아 남편 석균, 중졸 콤플렉스 때문에 젊은 지식인들하고만 어울리려 하는 노처녀 충남, 영화배우로 화려한 삶을 산 것처럼 보이지만 순정파에다 친구들 일이라면 언제나 발 벗고 나서는 의리파 영원, 로맨스 가이 성재, 입만 열면 자기 고생 자랑인 기자까지 어우러져 지지고 볶고 싸우고 울고 웃는 리얼 100% 막장 꼰대들의 이야기를 만나볼 수 있다.

엄마한테 자기 친구들 얘기 좀 소설로 써보라는 제안을 받은 완은 늙은 꼰대들 얘기를 누가 돈 내고 읽냐며 손사래를 치지만 도무지 이해할 수 없고 이해하기도 싫었던 그들의 삶에 조금씩 스며들면서 30대인 자신과 6, 70대인 그들의 상처와 고민이 다르지 않다는 것을 깨닫게 된다. 누구에게나 인생은 만만치 않은 것이고, 그렇기에 지지고 볶고 싸우더라도 함께 손잡고 걸어갈 가족과 친구의 소중함을 알게 된다.",2850,BOOK
왕좌의 게임 1,"조지 R. R. 마틴 (지은이), 이수현 (옮긴이)",51120,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설,9788956608990,전 세계 6천만 독자가 열광한 초대형 베스트셀러 얼음과 불의 노래 시리즈가 2016년 1부 왕좌의 게임을 시작으로 개정판을 선보인다. 가상의 대륙 웨스테로스를 둘러싸고 벌어지는 권력과 생존을 위한 투쟁을 다룬 소설이다.,"지금 다시 시작되는 《왕좌의 게임》!

출간 20주년을 맞아 전면 개정판으로 선보이는 「얼음과 불의 노래」 시리즈 제1편 『왕좌의 게임』 제1권. 가상의 대륙 웨스테로스를 둘러싸고 벌어지는 권력과 생존을 위한 투쟁을 다룬 작품으로, 미국 HBO 채널의 《왕좌의 게임》 시리즈로 드라마화 되면서 전 세계적인 팬덤을 형성하고 있다. 

이번 개정판에서는 새로운 번역과 함께 용어 및 등장인물명의 정정이 이루어졌다. 더불어 오리지널 표지를 이용한 새로운 표지로 독자들을 만난다. 방대한 세계관과 판타지의 공식을 깨부수는 놀라운 전개, 장엄하고도 아름다운 문체와 촌철살인의 명문장들로 ‘금세기 최고의 걸작’이라는 극찬을 받는 이 작품을 통해 조지 R. R. 마틴이 구현한 독보적 세계를 더욱 가깝게 느끼게 된다. 

웨스테로스 대륙의 칠왕국을 둘러싸고 벌어지는 권력과 생존을 위한 투쟁을 다룬 이 소설에서 저자는 네 개의 대륙부터 무기 하나, 심지어는 풀 한 포기까지 모두 창조해내고 개연성을 부여했다. 그러면서도 ‘장미 전쟁에서 영감을 얻었다’고 밝혔듯이 온갖 권모술수와 지략이 난무하는 현실적인 서사를 펼쳐 보인다.",6857,BOOK
미움받을 용기 (반양장) - 자유롭고 행복한 삶을 위한 아들러의 가르침,"기시미 이치로, 고가 후미타케 (지은이), 전경아 (옮긴이), 김정운 (감수)",51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9788996991342,2015년 최다 판매 1위. 아들러 심리학에 관한 일본의 제1인자인 철학자 기시미 이치로의 명 해석과 베스트셀러 작가인 고가 후미타케의 맛깔스러운 글이 잘 결합되어 새로운 형식을 선보인다.,"2014 아마존 일본 ‘종합’ 베스트셀러 1위. &lt;미움받을 용기&gt;는 아들러 심리학을 바탕으로 하는 책이다. 아들러 심리학에 관한 일본의 제1인자인 철학자 기시미 이치로의 명 해석과 베스트셀러 작가인 고가 후미타케의 맛깔스러운 글이 잘 결합되어 새로운 형식을 선보인다. 



아들러 심리학을 공부한 ‘철학자’와 세상에 부정적이고 열등감 많은 ‘청년’이 다섯 번의 만남을 통해 ‘어떻게 행복한 인생을 살 것인가?’라는 우리 모두가 궁금해하는 질문에 답을 찾아가는 여정을 그렸다. 플라톤의 명저 『대화편』을 차용한 구성으로 마치 연극을 보는 듯한 느낌을 주어 쉽고 흥미진진하게 읽을 수 있으며, 생동감마저 느껴진다. 



첫 번째 밤 ‘트라우마를 부정하라’, 두 번째 밤 ‘모든 고민은 인간관계에서 비롯된다’, 세 번째 밤 ‘타인의 과제를 버리라’, 네 번째 밤 ‘세계의 중심은 어디에 있는가’, 다섯 번째 밤 ‘지금, 여기를 진지하게 살아간다’의 순서로 진행되는 철학자와 청년의 대화는 점점 긴장을 불러일으키며 재미를 더한다. 특히 철학자의 주장에 이어지는 청년의 반박이 공감대를 한껏 불러일으킨다. 



이 책을 감수한 문화심리학자이자 『남자의 물건』의 저자인 김정운 교수도 “이 책은 다르다. 윽박지르지 않고, 논리적으로 조곤조곤 따진다. 책 속의 청년처럼 ‘이건 또 뭔 소리지?’ 하는 의문이 자주 든다. 그리고 저자의 논리와 부딪히면서 책을 읽게 된다. 흥미롭다”고 평가했다.",104677,BOOK
