title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
"당신은 뇌를 고칠 수 있다 - 매주 1시간 투자하여 최상의 기억력, 생산성, 수면을 얻는 법","톰 오브라이언 (지은이), 이시은 (옮긴이)",53560,국내도서>건강/취미>건강정보>두뇌건강,9791135442414,뇌 건강과 면역 질환을 30년 넘게 연구해온 톰 브라이언 박사는 뇌 건강을 개선하기 위해 구체적인 단계를 밟아갈 수 있는 방법을 제시하고 동기 부여한다. 이 책은 일시적인 개선책이 아니라 근본적인 문제 해결책을 제시한다.,"만성질환을 겪고 있는 현대인을 위한 건강 레시피!

뇌 건강, 만성 질환과 대사 장애에 대해 국제적으로 인정받는 강연자 겸 작가인 톰 오브라이언의 『당신은 뇌를 고칠 수 있다』. 머릿속에 안개가 낀 것처럼 흐릿하여 자주 집중력이 떨어지고 기억해야 할 사실을 잊어버리거나 몸이 피곤하여 찌뿌둥한 가장 큰 원인은 뇌 건강에 있다고 이야기하며, 뇌기능장애가 환경 독소들이 우리 뇌를 공격한 결과가 축적되어 발생한다는 사실을 깨닫게 하고 이런 노출로 인한 손상을 회복할 수 있는 방법을 알려준다.

뇌가 건강하지 않으면 뇌가 안개 낀 것처럼 흐릿해지며 건강, 생산성, 집중력, 수면의 질이 떨어지는데, 저자는 이 책을 통해 우리가 뇌의 생명력, 명료성, 에너지를 즉각적으로 개선하기 위해 구체적인 단계를 밟아갈 수 있는 방법을 제시하고 동기를 부여한다. 뇌 기능에 영향을 주는 환경적 요인, 문제 해결을 위해 자신의 뇌 기능과 문제를 알아보는 방법, 최강의 레시피》의 저자 데이브 아스프리와 《777 다이어트》의 저자 JJ 버진 등 유명한 베스트셀러 건강 전문가들이 공유한 건강 레시피를 통해 생활습관의 변화를 일으켜 뇌 건강을 회복시키는 방법을 전달한다.",10392,BOOK
우리 나무 이름 사전,박상진 (지은이),51289,국내도서>과학>동물과 식물>식물 일반,9791189074159,"400여 종에 달하는 나무들의 이름이 실려 있다. 각 나무 이름마다 그 유래와 거기 담긴 뜻을 풀었고, 자연스레 나무의 생태는 물론 우리 문화와 역사, 우리말에 대한 이야기들이 따라 나온다. 여기에 중국과 일본의 나무 이름도 함께 싣고, 라틴어로 된 학명에 담긴 의미도 정리했다.","나무와 친근해지는 첫걸음
이름으로 만나는 나무 세상
500여 종의 우리 나무, 그 이름을 알면
나무의 특징과 생태는 물론 역사와 문화까지 보인다

사람과 처음 만나면 서로 이름을 나눈다. 나무와 만날 때도 그래야 한다. 먼저 이름을 알아야 한다. 거기에 더해 거기 담긴 뜻도 알 수 있다면 더 좋다. 60년 동안 나무를 연구해온 박상진 교수가 나무 이름의 유래와 거기 얽힌 이야기를 정리해 《우리 나무 이름 사전》으로 펴냈다. 각 나무의 이름마다 자연스레 나무의 생태는 물론 우리 문화와 역사, 우리말에 대한 풍성한 이야기들이 엮인다. 오랜 세월 문화를 교류한 중국과 일본의 나무 이름도 함께 실어  낯선 라틴어로 된 학명의 뜻도 풀어 설명했다. 책의 마지막에는 나무 이름의 구성 방식과 그 원리를 밝히고, 점차 달라지고 있는 남북의 나무 이름을 비교했다.",2095,BOOK
원피스 93 - 에비스 마을의 인기인,오다 에이치로 (지은이),4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9791136204134,,"오이란 · 코무라사키와 함께   오로치 성에 부름을 받은 로빈은,  정보 수집중 오로치의 부하에게 발각되어 절체절명!!     한편, 카이도에게 패한 루피는  죄수채굴장에서 탈출을 모색하는데?!     '원피스'를 둘러싼 해양 모험 로망!!",5351,BOOK
여행의 이유 (바캉스 에디션),김영하 (지은이),51371,국내도서>에세이>한국에세이,9788954655972,"""이 책을 쓰는 데 내 모든 여행의 경험이 필요했다."" 작가 김영하가 처음 여행을 떠났던 순간부터 최근의 여행까지, 오랜 시간 여행을 하면서 느끼고 생각했던 것들을 아홉 개의 이야기로 풀어낸 산문이다.","작가 김영하가 처음 여행을 떠났던 순간부터 최근의 여행까지, 오랜 시간 여행을 하면서 느끼고 생각했던 것들을 아홉 개의 이야기로 풀어낸 산문이다. 여행지에서 겪은 경험을 풀어낸 여행담이기보다는, 여행을 중심으로 인간과 글쓰기, 타자와 삶의 의미로 주제가 확장되어가는 사유의 여행에 가깝다.



작품에 담긴 소설가이자 여행자로서 바라본 인간과 세상에 대한 이야기들은 놀랄 만큼 매혹적이다. 누구나 한번쯤은 떠올렸을 법한, 그러나 제대로 정리하지 못한 채 남겨두었던 상념의 자락들을 끄집어내 생기를 불어넣는 김영하 작가 특유의 (인)문학적 사유의 성찬이 담겼다. 



&lt;알아두면 쓸데없는 신비한 잡학사전&gt;에 출연하면서 하게 된 독특한 여행에 대한 글 「알아두면 쓸데없는 신비한 여행」에서는 김영하 작가의 감각적 사유와 화법이 유감없이 발휘된다. 즐겁고 유쾌하게만 보이는 예능 프로그램 &lt;알쓸신잡&gt;에 대한 색다른 인문학적 통찰이 흥미진진할 뿐 아니라, 예측할 수 없는 방향으로 이야기를 풀어가는 김영하 스토리텔링의 힘을 느낄 수 있다.",76306,BOOK
흔한남매 2,"흔한남매 (지은이), 백난도 (글), 유난희 (그림), 샌드박스 네트워크 (감수)",49995,국내도서>어린이>TV/만화/영화>만화 일반,9791164132454,‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어낸 코믹북이다. 하루도 조용할 날이 없는 으뜸이와 에이미의 일상 스토리는 진짜 웃음이 필요한 어린이들에게 순수한 웃음과 유쾌한 우애를 선사한다.,"‘흔한남매’가 선사하는 순수한 웃음과 유쾌한 우애!

구독자 수가 127만 명을 넘어서는 유튜브 인기 크리에이터 흔한남매의 일상을 만화로 만나보는 『흔한남매』 제2권. 남매 사이에서 일어날 수 있는 현실적인 에피소드를 상황극·콩트 등을 통해 코믹하게 그려 내어 어린이들의 웃음과 공감을 이끌어 내고 있는 흔한남매 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어낸 코믹북입니다. 

웃음을 유발하는 에이미와 으뜸이의 티격태격한 이야기는 물론, 새 친구 사귀는 으뜸이의 꿀팁, 중2병에 걸린 으뜸이를 구하려는 에이미의 고군분투, 남매의 원시 시대 전생 스토리 등 골라 읽는 재미가 가득한 에피소드 만화가 수록되어 있습니다. 에피소드 만화 중간중간에는 유튜브에서는 만날 수 없었던 '다른 그림 찾기', '미로 찾기', '영어 난센스 퀴즈', '숨은그림찾기' 등 깨알 재미가 가득한 놀이 페이지가 수록되어 있습니다.",20599,BOOK
오직 한 사람의 차지,김금희 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954657273,"젊은작가상, 신동엽문학상, 현대문학상 수상작가 김금희의 세번째 소설집. &lt;너무 한낮의 연애&gt;에서 일순 생활을 장악해버린 불가해한 감정을 섬세하게 묘사하며 그 감정의 기원을 탐사했던 김금희의 단편은 이제 평온했던 내면을 거세게 뒤흔들곤 하는 과거의 순간들을 세밀하게 그려낸다.","그 어느 때보다 입체적이고 감각적으로 구현된 감정의 서라운드!

《너무 한낮의 연애》, 《경애의 마음》 등으로 사랑받으며 독자들이 뽑은 2019 한국문학의 미래가 될 젊은 작가로 선정된 김금희의 세 번째 소설집 『오직 한 사람의 차지』. 일상 속에서 마주치는 흥미로운 장면, 멀거나 가까운 사람들에게서 어쩌다 발견하게 되는 낯선 모습을 예리하게 관찰하여 아주 내밀하면서도 누구나 공감할 수 있는 작품세계를 펼치는 저자의 9편의 소설을 엮은 것으로, 제62회 현대문학상 수상작 《체스의 모든 것》과 제8회 젊은작가상 수상작 《문상》이 수록되어 있다.

아내와 장인의 눈치를 보며 힘들게 1인 출판사를 운영하다 사업을 정리해야 했던 ‘나’의 모욕감과 상실감을 그린 표제작 《오직 한 사람의 차지》, 예민한 기질을 지녔지만 의외로 여린 마음으로 누군가를 짝사랑하는 ‘사장’과, 사장의 비밀을 눈치채버린 아르바이트생 ‘나’의 교감이 점차 진해지는 과정을 따라가는 《사장은 모자를 쓰고 온다》, 최선을 다해 서로를 사랑하려 한 두 소녀의 맑은 마음과 그 시절 순수했던 만큼 쉽게 깨어져버리곤 했던 관계의 기적 같은 불행을 하나의 화폭 위에 절묘하게 겹쳐 보이는 《레이디》 등 우리가 살아가는 바로 이곳을 무대로 삼아 개성 넘치는 인물들이 품고 있는 복합적인 마음의 결을 섬세하게 어루만지는 작품들을 만나볼 수 있다.",4642,BOOK
"90년생이 온다 - 간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는",임홍택 (지은이),263,국내도서>경제경영>트렌드/미래전망>트렌드/미래전망 일반,9791188248674,"90년대생은 이제 조직에서는 신입 사원이, 시장에서는 트렌드를 이끄는 주요 소비자가 되어 우리 곁에 있다. 문제는 기성세대의 관점에서 그들을 이해하기가 어렵다는 것이다. 이 책에 담긴 여러 통계와 사례, 인터뷰에는 그들을 이해할 수 있는 실마리가 담겨 있다.","1990년대생의 꿈이 9급 공무원이 된 지 오래다. 최종 합격률이 2퍼센트가 채 되지 않는 공무원 시험에 수십만 명이 지원한다. 이들은 ‘9급 공무원 세대’다. 기성세대는 이런 산술적인 통계를 근거로 90년대생을 피상적으로 이해하거나, 무슨 생각을 하는지 모르겠다며 세태를 비판하곤 한다. 그러나 그건 변하는 세상에서 ‘꼰대’로 남는 지름길이다. 중요한 것은 공무원 시험 자체가 아니라 그들의 세대적 특징이다.



90년대생은 이제 조직에서는 신입 사원이, 시장에서는 트렌드를 이끄는 주요 소비자가 되어 우리 곁에 있다. 문제는 기성세대의 관점에서 그들을 이해하기가 어렵다는 것이다. 이 책에 담긴 여러 통계와 사례, 인터뷰에는 그들을 이해할 수 있는 실마리가 담겨 있다. 



많은 90년대생은 알아듣기 힘든 줄임말을 남발하고, 어설프고 맥락도 없는 이야기에 열광하며, 회사와 제품에는 솔직함을 요구하고, 조직의 구성원으로서든 소비자로서든 호구가 되기를 거부한다. 그들은 자신에게 ‘꼰대질’을 하는 기성세대나 자신을 ‘호갱’으로 대하는 기업을 외면한다.



이 책은 몰려오는 그들과 공존하기 위해 이해하기 어려워도 받아들여야 할 것들을 담았다. 이를 통해 각 산업의 마케터는 새로운 고객을 이해하기 위한 툴과 인사이트를 얻을 수 있을 것이고, 기업의 담당자는 본격적으로 기업에 입사하는 세대를 위한 실질적인 인사 관리 가이드와 그들의 잠재력을 이끌어내는 방안도 살펴볼 수 있을 것이다.",22428,BOOK
빛의 과거,은희경 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788932035635,"은희경 7년 만의 새 장편소설. '나'는 오랜 친구의 소설을 읽고 1977년 여자대학 기숙사에서의 한때를 떠올린다. 삶에서 마주친 첫 '다름'과 '섞임'의 세계, 순간순간 빛나지만 모든 것이 서툴던 시절. 그러나 같은 시간을 공유했어도 그녀와 내가 본 세상은 너무나 다르다.","은희경이라는 필터를 거쳐 오늘, 나의 이야기가 되는 그때 그 시절의 이야기!

은희경의 장편소설 『빛의 과거』. 《태연한 인생》 이후 7년 만에 선보이는 장편소설로, 깊이 숙고해 오랫동안 쓰고 고쳐 쓴 작품이다. 갓 성년이 된 여성들이 기숙사라는 낯선 공간에서 마주친 첫 다름과 섞임의 세계를 그려냈다. 기숙사 룸메이트들을 통해 다양하며 입체적인 여성 인물들을 제시하고 1970년대의 문화와 시대상을 세밀하게 서술한다.

2017년, 중년 여성 김유경은 오랜 친구 김희진의 소설 《지금은 없는 공주들을 위하여》를 읽으며 1977년 여자대학 기숙사에서의 한때를 떠올린다. 같은 시공간을 공유했으나 전혀 다르게 묘사된 김희진의 소설 속 기숙사 생활을 읽으며, 김유경은 자신의 기억을 되짚는다. 기숙사에서 가장 중요한 것은 룸메이트다. 타의에 의해 임의로 배정된 네 명이 한 방을 쓰는데, 임의의 가벼움에 비해 서로 주고받는 영향은 터무니없이 크다. 

국문과 1학년 김유경의 322호 룸메이트는 화학과 3학년 최성옥, 교육학과 2학년 양애란, 의류학과 1학년 오현수다. 최성옥과 절친한 송선미의 방인 417호 사람들(곽주아, 김희진, 이재숙)과도 종종 모이곤 한다. 1977년의 이야기는 3월 신입생 환영회, 봄의 첫 미팅과 축제, 가을의 오픈하우스 행사 등 주요한 사건 위주로 진행된다. 김유경의 서사가 굵직하게 이어지는 사이사이, 322호와 417호의 룸메이트인 일곱 여성들의 에피소드도 다채롭게 전개된다. 

김유경은 말더듬증이라는 약점 때문에 자신의 욕망을 내리누르며, 말과 행동이 필요한 순간 입을 다문다. 회피를 방어의 수단으로 내세우면서 자신을 끊임없이 세상의 어중간한 어디쯤에 위치시키려 한다. 한편 누군가는 자신의 욕망에 충실하다. 무리에 휩쓸리지 않고 번거로움을 감수하며 취향을 조용히 발전시키는 오현수, 남을 끌어내려 항상 주인공이 되길 바라는 김희진, 그와 비슷하지만 남의 눈이 아니라 무엇보다 자신의 욕구 충족이 중요한 양애란이 그렇다.

지향점과 실제의 삶에 괴리가 심한 사람도 있다. 최성옥처럼 자신이 선택한 남성에 의해 그 괴리가 발생하기도 하며, 끊임없이 다른 사람을 자신의 입맛에 맞추어 교정하려 하지만 아이러니하게도 자신이 매사 주요하게 지적했던 바로 그 지점에서 발을 헛디뎌버리는 곽주아 같은 경우도 있다. 그들은 치졸하고 나이브하며, 소탈하기도 섬세하기도 하다. 선량하고도 얄미우며 까칠하면서도 유약하다. 마치 오늘의 우리처럼. 회피를 무기 삼아 살아온 한 개인이 어제의 기억과 오늘을 넘나들면서 자신의 민낯을 직시하여 담담하게 토로하는 내밀한 문장들은, 삶에 놓인 인간으로서 품는 보편적인 고민을 드러내며 우리 자신을 바라보게 한다.",6498,BOOK
마도조사 2,"묵향동후 (지은이), 이현아 (옮긴이)",181727,국내도서>소설/시/희곡>로맨스소설>국외 BL,9791127852122,기와 설양이 교전을 벌이는 사이 위무선은 세가 소년들을 이끌고 맹인 소녀의 망령이 두드리는 간대 소리를 따라간다. 그리고 그들이 도착한 곳에서 마주한 것은 효성진의 시신이었다.,"남망기와 설양이 교전을 벌이는 사이
위무선은 세가 소년들을 이끌고
맹인 소녀의 망령이 두드리는 간대 소리를 따라간다.
그리고 그들이 도착한 곳에서 마주한 것은 효성진의 시신이었다.
  
‘명월청풍 효성진, 오설능상 송자침’
설양, 효성진, 송람, 세 사람의 안타까운 비극.
위무선은 망령의 기억에 스며드는 '공정共情'을 통해 
소녀의 망령에 들어가 의성에서 생긴 돌이킬 수 없는 사건의 전모를 본다.
  
시신을 파내고 설양을 데려간 도굴꾼은 누구인가?
위무선을 의성으로 이끈 자의 속셈은 또 무엇인가?
  
그리고……
위무선과 남망기가 애써 찾은 사지와 몸통,
머리 없는 시신 ‘우리 아우님’의 정체는……!",9780,BOOK
엘리너 올리펀트는 완전 괜찮아,"게일 허니먼 (지은이), 정연희 (옮긴이)",50919,국내도서>소설/시/희곡>영미소설,9788954657471,"스코틀랜드 작가 게일 허니먼의 데뷔작으로, 세상사에 서툴고 가족도 친구도 없이 완벽하게 혼자 삶을 꾸려나가며 “나는 혼자로 충분한 독립체”라고 생각하는 괴짜 외톨이 엘리너 올리펀트의 삶을 경쾌하면서도 따뜻하게 그려낸 작품이다.","엘리너의 괜찮지만 괜찮지 않은 삶에 찾아온 커다란 변화!

스코틀랜드 작가 게일 허니먼의 데뷔작 『엘리너 올리펀트는 완전 괜찮아』. 마흔 살이 되던 해, 이십 년간 마음속으로만 품고 있던 소설가의 꿈을 이루기 위해 글쓰기 과정을 들으며 써내려간 작품으로, 세상사에 서툴고 가족도 친구도 없이 완벽하게 혼자 삶을 꾸려나가며 “나는 혼자로 충분한 독립체”라고 생각하는 괴짜 외톨이 엘리너 올리펀트의 삶을 경쾌하면서도 따뜻하게 그려냈다.

스코틀랜드 글래스고에 사는 엘리너 올리펀트는 그래픽디자인 회사에서 구 년째 일하고 있다. 어린 시절 겪은 비극과 트라우마로 인해 얼굴과 심장에 흉터가 있고 습진 때문에 때때로 장갑을 끼고 매일 똑같은 조끼와 운동화 차림에 시장을 보러 갈 때나 쓸 법한 바퀴 달린 가방을 들고 다닌다. 사람을 대하는 기술이 서툴다기보다는 아예 없다는 것이 정확할 정도로 사회성이 부족하지만, 정작 엘리너 본인은 다른 사람들의 사회적 기술이 부족하다고 생각한다. 대학을 졸업하자마자 지금의 직장에 다니기 시작했고 그 후 변함없이 똑같은 일과를 보내며 단순한 삶을 살아가고 있다. 

평일에는 여덟 시 반까지 출근해 일을 하다 휴게실에서 혼자 점심을 먹고 크로스워드 퍼즐을 푼다. 다섯 시 반이 되면 퇴근해 저녁으로 페스토 파스타와 샐러드를 먹고 책을 좀 읽거나 TV를 보다 잠이 든다. 수요일마다 엄마와 전화 통화를 하고, 금요일에는 퇴근길에 마르게리타 피자와 와인 한 병, 보드카 두 병을 사서 집에 돌아와 피자와 와인으로 저녁을 먹은 후 보드카를 마시다 소파에서 잠이 든다. 그 후 나머지 보드카를 다 마시며 “취한 것도 아니고 취하지 않은 것도 아닌 상태로” 주말을 보내면 금세 다시 월요일이 된다.

스스로를 우주에서 가장 혼자인 생명체이자 생존자로 여기며, 곁에 자신을 걱정하는 누군가가 있으면 좋겠다고 바라는 것은 쓸모없는 일이고 심지어 자신은 그런 걸 바랄 자격도 없다고 생각하는 엘리너의 삶은 두 가지 사건이 일어나며 조금씩 달라지기 시작한다. 첫 번째는 회사 이벤트에 당첨돼 억지로 가게 된 공연에서 어느 밴드의 보컬을 보고 한눈에 반한 것이고, 두 번째 사건은 회사에 새로 온 IT 담당자 레이먼드와 퇴근길에 방향이 같아 함께 걸어가다 길에서 쓰러진 노인 새미를 도와준 것이다. 두 사건을 계기로 엘리너는 세상과 소통하는 법을 배워나가고, 차츰 자신을 둘러싼 방어막을 허물며 마음 깊숙한 곳에 존재하던 그림자와 외로움 밖으로 빠져나오기 위해 노력하는데…….",2794,BOOK
