title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 - 김용택의 꼭 한번 필사하고 싶은 시,김용택 (지은이),51167,국내도서>소설/시/희곡>시>한국시,9788959139309,시인 김용택. 2001년 사람들이 주목하지 않았던 문학 장르인 시를 엮어 &lt;시가 내게로 왔다&gt;를 소개하며 대중에게 시가 좀 더 친숙해지는 계기를 만든 장본인이기도 하다. 그런 그가 이번에는 여러 문인의 시를 직접 읽고 따라 써보며 '독자들도 꼭 한번은 따라 써보길 바라는 마음'으로 101편의 시를 엄선했다.,"∞ 김용택 시인이 권하는 따라 쓰기 좋은 시 101

‘섬진강 시인’이란 별칭으로 잘 알려진 시인 김용택. 2001년 사람들이 주목하지 않았던 문학 장르인 시를 엮어 《시가 내게로 왔다》를 소개하며 대중에게 시가 좀 더 친숙해지는 계기를 만들었다. 그런 그가 이번에는 여러 문인의 시를 직접 읽고 따라 써보며 ‘독자들도 꼭 한번은 따라 써보길 바라는 마음’으로 101편의 시를 엄선했다.
이 책에는 김소월, 이육사, 윤동주, 백석 같이 교과서에서 접해 친근한 작가의 작품은 물론, 김혜순, 천양희, 이성복, 신경림 등 한 시대를 풍미한 문인의 시, 폴 엘뤼아르, 프리드리히 니체, 요한 괴테 등 외국 작가의 메시지까지 다양하게 수록하였고, 독자들이 사랑하는 김용택 시인의 시 10편도 함께 소개했다. 총 101편의 시가 전달하는 사랑과 기쁨, 일상과 자연, 용기와 희망의 언어는 독자가 단순히 시를 읽는 것에서 그치지 않고, 시 한 편 한 편을 따라 써봄으로써 그 가치가 더욱 빛난다.

∞ 필사 대신, 손으로 읽고 마음으로 새기는 감성치유 라이팅북

소설가 신경숙은 “필사를 하는 동안의 충만함은 내가 살면서 무슨 일을 할 것인가를 각인시켜 준 독특한 체험이었다.”고 했고, 시인 함민복은 “시는 마음의 길.”이라고 했다. 작가들이 예찬하는 필사와 시의 만남이 감성치유 라이팅북에서 이루어졌다.
이제 소설이나 성경 필사 대신, 감성치유 라이팅북을 통해 아름다운 시를 따라 써보자. 책의 왼쪽 페이지에는 시의 원문을, 오른쪽 페이지에는 감성적인 디자인의 여백을 마련해 독자가 따라 쓰기 편하고 휴대 또한 간편하도록 단 한 권으로 만들었다.
독자는 시인이 바라보는 미완의 세상을 글자 하나하나 따라 쓰면서 나만의 세계를 완성하는 특별한 경험을 할 수 있다. 단순히 글자를 옮겨 적는 행위가 아니라, 시를 눈으로 읽고 손으로 쓰고 마음으로 새기는 과정을 통해 공감의 문이 열리고 소통의 길이 생긴다. 그 과정에서 상처 받은 감성이 치유될 수도, 스스로를 위로하며 다독이는 시간을 가질 수도 있다. 단순한 필사에 생기를 불어넣은 책, 바로 감성치유 라이팅북이다.

∞ 내면의 소리에 귀 기울이고 마음의 평화를 찾아주는 시간

지나간 사람이 몹시도 생각나는 날, 1부 ‘잎이 필 때 사랑했네, 바람 불 때 사랑했네, 물들 때 사랑했네’를 따라 써보자. 이병률, 정끝별, 이문재, 자크 프레베르 등의 시인이 한없이 행복했다가도 그저 달콤하지만은 않은 사랑의 시간을 추억한다. 마음속 누군가를 떠올리며 사랑의 기쁨과 아픔을 되돌아보면 나 자신이 더 단단해질 것이다.
일상과 내면의 소리에 귀 기울이고 싶은 날, 2부 ‘바람의 노래를 들을 것이다, 울고 왔다 울고 있을 인생과 웃고 왔다 울고 갔을 인생을’을 옮겨 적어보자. 안도현, 김사인, 기형도 등의 시인이 자연의 아름다움을, 한편으로는 생각처럼 흘러가지 않는 인생의 어려움을 관조한다. 작가의 섬세한 문장이 생의 복잡하고 미묘한 감정을 토닥이며 보듬어줄 것이다.
때로 지치고 힘든 순간이 찾아오면 3부 ‘바람이 나를 가져가리라, 햇살이 나를 나누어 가리라, 봄비가 나를 데리고 가리라’를 써보자. 최승자, 김수영, 김소월 등의 시인이 희망과 용기를 북돋아 주는 메시지를 전하며 삶의 길을 터준다. 
사는 동안 잠시 숨 돌리는 시간이 필요하다면, 4부 ‘발걸음을 멈추고 숨을 멈추고 눈을 감고’를 적어보자. 김용택 시인의 맑고 솔직한 시어가 우리의 숨겨진 서정을 일깨워주고 마음에 온기를 전한다.
총 101편의 시를 따라 쓰며 시인이 만들어놓은 세상을 따라가다 보면, 시가 헤매는 우리 마음을 잡아줄지도 모른다. 어쩌면 밤하늘의 별들이 내 슬픔을 가져갈지도 모른다.",43198,BOOK
설민석의 조선왕조실록 - 대한민국이 선택한 역사 이야기,"설민석 (지은이), 최준석 (그림)",1955,국내도서>역사>조선사>조선시대 일반,9788933870693,27명의 조선의 왕들을 한 권으로 불러 모아 핵심적인 주요 사건들을 풀어쓴 책이다. 설민석 특유의 흡입력 있는 간결함과 재치 있는 말투를 구어체 그대로 책에다 담았다. 또한 실록에 등장하는 왕의 목소리를 현대어로 풀어써 당시의 정책과 주요 사건들이 일어난 배경을 명확히 이해하는 데 도움이 된다.,"설민석표 강연으로 풀어낸 역사 콘서트

MBC 《무한도전》, O‘tvN 《어쩌다 어른》 등 다수의 방송에 출연해 화제를 모은 바 있는 스타강사 설민석의 재미있고 깊이 있는 한국사 책 『설민석의 조선왕조실록』. 27명의 조선의 왕들을 한 권으로 불러 모아 핵심적인 주요 사건들을 풀어쓴 책으로, 설민석 특유의 흡입력 있는 간결함과 재치 있는 말투를 구어체 그대로 책에다 담았다. 

책은 실록에 등장하는 왕의 목소리를 현대어로 풀어써 당시의 정책과 주요 사건들이 일어난 배경을 명확히 이해하는 데 도움이 될 뿐만 아니라, 질의응답을 중간에 구성하여 마치 바로 앞에서 강연을 듣고 있다는 느낌을 들게 한다. 자연스레 역사 속 사건들이 하나씩 이해되고, 엉망으로 기억되었던 얕은 국사 지식의 파편들이 차분히 정리된다. 

나아가, 이 책의 백미는 고리타분하고 어렵다는 역사의 고정관념을 과감히 깨트린데 있다. 왕이기 이전에 아들로서, 남편으로서, 아버지로서의 인간적인 삶이 낱낱이 드러난 모습들은 남다른 재미를 선사한다. 조선사의 큰 줄기와 핵심을 알고 싶지만, 쉽게 도전하지 못했던 독자들에게 편안하고 즐길 수 있는 역사 이야기를 들려줄 것이다.",60788,BOOK
완벽한 공부법 - 모든 공부의 최고의 지침서,"고영성, 신영준 (지은이)",70216,국내도서>자기계발>성공>성공학,9791160486735,"교육학, 인지심리학, 뇌과학, 행동경제학 등이 밝혀낸 이론을 통한 과학적 접근뿐만 아니라 실제 수천 명의 학생 및 직장인들과의 상담을 통해 축적된 실전적 노하우가 함께 녹여져 있다. 공부의 본질에 그 어떤 책보다 가깝게 다가선다.","모두를 위한 공부 지침서!

수능시험, 공무원시험, 토익 시험 등 우리는 수많은 시험을 위해 공부 하며 살아가고 있다. 그리고 이러한 시험 외에도 훌륭한 학교생활, 경쟁력 있는 직장생활, 성공적인 창업, 건강한 노후 생활을 위해 공감능력, 대인관계, 창의성, 협업, 말하기, 의사결정 등 인생과 성장을 위한 공부도 꾸준히 해야 한다. 『완벽한 공부법』은 독자들의 성공과 성장을 위해 ‘공부를 어떻게 할 것인가’에 대해 다루고 있는 책이다. 

책에는 교육학, 인지심리학, 뇌과학, 행동경제학 등이 밝혀낸 이론을 통한 과학적 접근뿐만 아니라 실제 수천 명의 학생 및 직장인들과의 상담을 통해 축적된 실전적 노하우가 녹여져 있다. 박사와 독학자라는 뚜렷이 대비되는 학습자 둘이 쓴 이 책은, 엘리트 코스를 밟은 박사와 제도 밖에서 홀로 공부한 독학자가 거의 모든 학습자들의 고민을 고스란히 담았다. 

우리는 왜 공부를 해야 하는 걸까? 공부는 재능일까 노력일까? 동기부여는 어떻게 얻을 수 있고, 감정이 공부에 미치는 영향은 무엇이며, 시험 불안은 어떻게 극복할 수 있을까? 이 책에는 이렇게 학습자가 고민하는 내용들이 과학적 근거와 실질 사례를 통해 들려준다. 또한 일반 학습자가 몰랐을 만한 새로운 공부지식과 정보들을 수록하고 있으며, 직접적인 도움을 받을 수 있도록 방법론을 구체적으로 제시하였다. 독자들은 책을 통해 자신에게 맞는 최적의 공부법을 구축할 수 있을 것이다.",21438,BOOK
"노르웨이의 숲 (30th 기념 리미티드 에디션, 양장)","무라카미 하루키 (지은이), 양억관 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9788937433818,"페이지를 처음 펼치는 오늘의 젊음들에게, 그리고 오랜 기억 속에 책의 한 구절을 간직하고 있는 어제의 젊음들에게, 한결같은 울림으로 예민하고 섬세한 청춘의 감성을 전하며 영원한 필독서로 사랑받고 있는 무라카미 하루키의 대표작 &lt;노르웨이의 숲&gt; 리미티드 에디션.","30주년을 기념해 새로운 표지로 만나는 『노르웨이의 숲』!

1987년 초판을 재해석한 디자인으로 팬들의 마음을 사로잡을, 단 하나의 한정판 『노르웨이의 숲(30th 기념 리미티드 에디션)』. 1987년 처음 세상에 소개된 이래 36개국 이상에서 번역 출간되며 전 세계적으로 하루키 붐을 일으킨 책이다. 저자가 직접 지정한 것으로 잘 알려진 강렬한 레드와 그린 컬러 표지를 세월의 아련한 베일 너머 떠오르도록 재해석한 디자인으로 오랜 기다림 끝에 팬들 곁을 찾은 아주 특별한 리미티드 에디션이다. 

단절과 소통, 고독과 사랑, 과거와 기억, 삶과 죽음 등 인간이 살아가면서 직면하는 거의 모든 국면을 생생한 감성으로 묘사한 한 장의 소묘와도 같은 이 작품은 기성세대가 이끌어 낸 화려한 고도성장, 그리고 새로운 세대가 불러일으킨 저항 문화가 공존했던 1960년대 말 일본이라는 공간을 무대로 와타나베라는 젊은이의 시선을 통해 ‘사랑과 죽음’이라는, 개인의 삶 가운데 가장 중요한 문제를 정면에서 응시한다.

독일 함부르크 공항에 막 착륙한 비행기 안에서 울린 비틀스의 《노르웨이의 숲》을 듣고 와타나베는 자신에게 간절한 부탁을 남긴 여자와 그 부탁을 떠올린다. 고등학교 시절 친한 친구 기즈키, 그의 여자 친구 나오코와 언제나 함께였던 와타나베. 그러나 기즈키의 갑작스러운 자살로 행복한 시간은 끝나 버리고 만다. 도쿄의 사립대학에 진학해 고향을 떠나온 와나타베는 나오코와 한동안 연락을 끊고 지내던 어느 날, 자신이 요양원에 들어가 있다는 나오코의 편지를 받게 되는데…….

▶ 표지 이미지: 날개 커버가 있는 모습, 없는 모습을 함께 담은 모습으로 두 권이 아닌 한 권입니다.",9877,BOOK
"자존감 수업 - 하루에 하나, 나를 사랑하게 되는 자존감 회복 훈련",윤홍균 (지은이),51514,국내도서>인문학>심리학/정신분석학>교양 심리학,9791186757093,"정신과 의사 '윤답장' 선생의 자존감 셀프 코칭법. 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려주고 있다.","자존감, 지금 시작해도 늦지 않다!

『자존감 수업』은 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려준다. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다. 

저자는 먼저 자존감 영향을 직접적으로 받는 일, 사람, 사랑, 관계맺기를 2~3장에 걸쳐 비중있게 다룬다. ‘사랑받을 자격을 의심하는 사람’ ‘끊임없이 묻고 확인하는 사랑’ ‘이별이 무서워 떠나지 못하는 사랑’ ‘미움받을까 두려워 자신을 포장하는 사랑’ 등 사랑의 패턴과 자존감의 연관성을 분석하며, 자존감이 인간관계에 미치는 영향과 방식도 집중 점검한다.

특히 저자는 취약한 환경에서 자존감에 상처를 입는 사람들을 위한 조언을 아끼지 않는다. 현실을 바꿀 수 없는 이들을 위해 처한 환경 속에서 자존감을 지키고 회복하는 현실적인 방법을 제시하는 것이다. 한 예로 직장인이라면 직장 만족도, 직업 만족도, 자기 만족도를 명확하게 구분함으로써 자존감을 지켜내라고 권한다.",64371,BOOK
어쩌면 별들이 너의 슬픔을 가져갈지도 몰라 +플러스 - 김용택의 시의적절한 질문의 시,김용택 (지은이),51167,국내도서>소설/시/희곡>시>한국시,9788959130863,"시를 필사하는 즐거움을 알려주었던 &lt;어쩌면 별들이 너의 슬픔을 가져갈지도 몰라&gt;의 두 번째 이야기다. 필사에 중점을 두었던 전작에 읽을거리, 즐길거리, 쓸거리, 볼거리를 더해 더욱 새로워졌다. 내용이 풍성해진 만큼 재미와 감동 또한 '플러스'되었다.","《어쩌면 별들이 너의 슬픔을 가져갈지도 몰라》의 두 번째 이야기.

필사에 중점을 두었던 전작 《어쩌면 별들이 너의 슬픔을 가져갈지도 몰라》에 비해 읽을거리와 쓸거리, 볼거리, 즐길거리를 더해 더욱 새로워진 『어쩌면 별들이 너의 슬픔을 가져갈지도 몰라+ 플러스』가 출간되었다. 감성적인 디자인과 다채로운 콘텐츠가 눈길을 사로잡는 이 책은 시를 필사하고, 질문에 답하고, 즐기는 과정을 한 장 한 장 흥미롭게 펼쳐냈다. 시에서 비롯된 시의적절한 질문을 따라가다 보면 어느새 나를 들여다보는 뜻깊은 시간과 마주할 수 있게 된다.

일상을 예술로 물들이는 특별한 기쁨을 선사하는 책에는 91편의 시 외에도 여러 문학작품을 수록하여 혼자만의 시간을 더욱 가치 있게 만들어준다. 또한 김용택 시인이 던지는 감각적이면서도 예리한 ‘자아 성찰’의 질문, 미래를 설계하는 ‘자아 실현’의 질문으로 나를 다시 되돌아보는 시간을 선물하고 시 필사 외에도 편지 쓰기, 삼행시 짓기, 끝말잇기, 시 재창조하기 등 문학에 직접 참여하면서 창의성을 계발하고 마음을 환기할 수 있다.",12340,BOOK
해리 포터와 저주받은 아이 2부 (스페셜 리허설 에디션 대본),"J.K. 롤링, 잭 손, 존 티퍼니 (원작), 박아람 (옮긴이), 잭 손 (각색)",51212,국내도서>소설/시/희곡>희곡>외국희곡,9788983926296,"79개 국어로 번역돼 4억 5,000만 부가 팔리며, 새로운 책이 출간될 때마다 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 &lt;해리 포터&gt; 시리즈가 무려 9년 만에 돌아왔다. 19년 뒤, 그 여덟 번째 이야기이자 마지막 이야기로, 2016년 7월 30일 영국 런던에서 초연되어 변치 않은 해리 포터 신드롬을 증명한 연극의 대본집이다.","19년 뒤의 킹스크로스역에서 다시 시작되는 이야기!

J.K. 롤링과 잭 손, 존 티퍼니가 쓴 원작을 토대로 잭 손이 각색하여 탄생시킨 희곡 『해리포터와 저주받은 아이』 제2부. 79개 국어로 번역돼 4억 5,000만 부가 팔리며 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 「해리 포터」 시리즈가 무려 9년 만에 돌아왔다. 「해리 포터」 시리즈의 여덟 번째 이야기이자 처음으로 무대에서 정식 상연된 연극으로, 2016년 7월 30일 런던 웨스트엔드에서 초연되어 변치 않은 해리 포터 신드롬을 증명했다.

이제는 마법부 직원으로 격무에 시달리면서도 한 여자의 남편이자 학교에 다니는 세 자녀의 아빠로서 책임을 다해야 하는 해리 포터. 이야기는 혼잡하고 붐비는 킹스 크로스 역에서 시작된다. 서른일곱이 된 해리는 지금 호그와트로 가는 두 아들을 배웅하는 길이다. 겉보기엔 영락없이 자상한 아빠지만 그에게는 아빠 역할이 조금 버겁다. 남들처럼 보고 배울 아버지가 없었기 때문이다. 그의 이런 고민은 둘째 아들, 알버스 세베루스 포터와의 사이에서 더욱 깊어진다.

마법 세계의 전설적인 영웅 해리와 그의 슬리데린 아들 알버스. 알버스는 아빠 옆에 서는 것이, 사람들이 자기를 쳐다보는 것이 괴로워 자꾸만 아빠와의 사이에서 어긋나게 된다. 시간이 흐를수록 아들과 아빠의 사이는 점점 멀어지지만, 다행히 알버스의 곁에는 좋은 친구가 있다. 바로 말포이의 아들 스코피어스다. 볼드모트의 자식이라는 소문의 주인공인 스코피어스와는 론과 해리가 그랬던 것처럼 호그와트 급행열차에서 간식을 나눠 먹으며 친구가 되었다.

한편, 불쑥불쑥 찾아오는 과거와 씨름하며 괴로워하던 해리에게 안타까운 죽임을 당했던 케드릭의 아버지 에이머스 디고리가 찾아와 마법부에서 보관 중인 시간 여행 장치를 사용해 케드릭을 되살려 달라고 부탁한다. 그 모습을 보게 된 알버스는 자신이 그 장치를 사용해 케드릭을 살려 내야겠다고 결심하는데……. 과연 알버스는 과거로 돌아가 케드릭 디고리를 살려 낼 수 있을까? 알버스와 스코피어스, 그리고 에이머스 디고리의 조카 델피가 함께하는 시간 여행이 지금 시작된다!",12204,BOOK
너의 이름은.,"신카이 마코토 (지은이), 박제이 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9791133440054,"신카이 마코토 감독의 역대급 흥행 애니메이션 [너의 이름은.]을 소설로 만난다. 시골 마을에 사는 여고생 미츠하는, 어느 날 자신이 남자가 되는 꿈을 꾼다. 한편, 도쿄에서 생활하는 남고생 타키도, 어느 깡촌에서 자신이 여고생이 되는 꿈을 꾸게 되는데….","아직 만난 적 없는 너를, 지금부터 나는 찾으러 간다!

애니메이션 차세대 거장으로 거듭난 신카이 마코토 감독이 직접 집필한 극장 애니메이션 《너의 이름은。》의 원작 소설 『너의 이름은.』. 《언어의 정원》, 《초속 5센티미터》 등 자신의 작품을 섬세한 필체를 살려 소설화 해온 신카이 마코토 감독. 처음에는 이 작품을 소설로 집필할 생각이 없었지만, 애니메이션과의 상호보완적 역할을 위해 영화 완성 3개월 전에 집필을 마쳤다.

시공을 초월한 남녀의 사랑에 초점이 맞춰진 영화와는 다르게 소설에서는 이 사랑이라는 테마 위에 또 하나의 메시지를 담아냈다. 이 세상은 과거로부터 전해 내려오는 그 무엇을, 우리에게 계속 이야기를 해오고 있지만 기억 속에 있음에도 불구하고 우리 스스로가 지워가며 살아가고 있다는 것. 그리고 그것은 언제가 반드시 되살아나 기적 같은 사랑처럼 우리에게 다가올 것이기에 이를 기억하기 위해 아름답게, 발버둥 치며 살아가야 한다는 메시지를 전한다.

산간 지역 시골 마을에 사는 여고생 미츠하는 어느 날 자신이 남자가 되는 꿈을 꾼다. 낯선 방, 처음 보는 친구들, 눈앞에 펼쳐지는 대도시 도쿄의 거리. 한편, 도쿄에서 생활하는 남고생 타키 역시 어느 산 속 마을에서 자신이 여고생이 되는 꿈을 꾸게 된다. 드디어 두 사람은 꿈속에서 서로가 뒤바뀌었다는 사실을 깨닫게 된다. 하지만 어느 날부터 더 이상 두 사람의 몸은 뒤바뀌지 않게 되고 타키는 꿈속 기억에 의지해 미츠하를 찾아 나서는데…….",24002,BOOK
브루클린의 소녀,"기욤 뮈소 (지은이), 양영란 (옮긴이)",107436,국내도서>소설/시/희곡>액션/스릴러소설>외국 액션/스릴러소설,9788984373068,한국에서 13번째로 출간하는 기욤 뮈소의 장편소설. '브루클린의 소녀'는 기욤 뮈소가 새로운 스타일의 작품을 쓰기 위해 얼마나 치밀하게 연구하는 작가인지 새삼 확인할 수 있는 작품이다.,"기욤 뮈소의 본격 스릴러!

그동안 판타지, 로맨스, 스릴러적 요소가 적절히 결합된 작품들로 사랑 받아온 기욤 뮈소. 《내일》,《센트럴파크》,《지금 이 순간》부터 스릴러적 요소가 훨씬 강화되었다는 평을 듣고 있는 저자의 이번 소설 『브루클린의 소녀』는 프랑스 현지에서 본격 스릴러로 분류한 작품으로, 저자가 새로운 스타일의 작품을 쓰기 위해 얼마나 치밀하게 연구했는지 확인할 수 있다.

현기증을 불러일으킬 만큼 박진감 넘치는 스토리, 눈을 뗄 수 없을 만큼 빠른 전개, 꼬리에 꼬리를 무는 반전, 의표를 찌르는 결말 등 강력한 서스펜스와 미스터리를 바탕으로 가족을 잃은 삶이 얼마나 피폐해질 수 있는지, 가족이 사람을 얼마나 행복하게 만드는지 다양한 인물들과 실례들을 통해 설득력 있게 그려낸다.

아들 테오를 혼자 키우며 살아가는 베스트셀러 작가 라파엘과 소아과 의사 안나는 결혼식을 3주 앞두고 앙티브의 코트다쥐르 바닷가 펜션으로 여행을 떠난다. 두 사람의 여행은 라파엘이 안나의 과거를 포함한 모든 비밀을 알아야겠다고 고집을 부리는 바람에 갈등 양상으로 치닫는다. 뭔가 큰 비밀을 감추고 있는 듯 우수에 젖어 있거나 혼자 시름에 잠겨 있는 경우가 많았던 안나는 과거 이야기를 털어놓길 꺼려하며 만약 라파엘이 지난 비밀을 알게 될 경우 변함없이 사랑할 수 있을지 묻고, 라파엘은 변함없이 사랑할 수 있을 거라고 말한다.

결국 안나는 불에 탄 세 구의 시체를 찍은 사진 한 장을 보여주며 ‘내가 저지른 짓’이라고 이야기하고, 무엇을 알게 되든 안나를 사랑할 수 있을 거라 자신했던 라파엘은 막상 사진을 대하는 순간 큰 충격을 받고 펜션을 나가버린다. 라파엘은 침착하게 대처하지 못한 자신의 잘못을 뉘우치고 반성하며 용서를 빌기 위해 펜션으로 돌아오지만 안나는 어느새 사라지고 없다. 시간이 흘러도 나타나지 않는 안나의 안위를 우려한 라파엘은 이웃사촌인 전직 형사 마르크와 함께 안나를 찾아 나선다.

마르크는 안나의 지문을 채취해 경찰 지문인식시스템에 조회해본 결과 신분이 위조되었다는 사실을 알아내고, 두 사람은 안나와 관련된 사람들을 탐문 조사한 결과 10여 년 전 벌어졌던, 사이코패스 하인츠 키퍼가 소녀들을 납치 감금하고 성폭행해오다 은신처에 불을 질러 집에 있던 전원이 사망한 엽기적 사건인 ‘하인츠 키퍼 사건’에 주목한다. 안나가 보여준 세 구의 시체 사진은 ‘하인츠 키퍼 사건’의 희생자들을 찍은 사진이었는데……. ‘하인츠 키퍼 사건’을 재조사하기 시작한 라파엘과 마르크는 사건의 진실에 다가갈수록 더욱 경악할만한 현실과 직면하게 된다!",7137,BOOK
해리 포터와 저주받은 아이 1부 (스페셜 리허설 에디션 대본),"J.K. 롤링, 잭 손, 존 티퍼니 (원작), 박아람 (옮긴이), 잭 손 (각색)",51212,국내도서>소설/시/희곡>희곡>외국희곡,9788983926289,"79개 국어로 번역돼 4억 5,000만 부가 팔리며, 새로운 책이 출간될 때마다 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 &lt;해리 포터&gt; 시리즈가 무려 9년 만에 돌아왔다. 19년 뒤, 그 여덟 번째 이야기이자 마지막 이야기로, 2016년 7월 30일 영국 런던에서 초연되어 변치 않은 해리 포터 신드롬을 증명한 연극의 대본집이다.","19년 뒤의 킹스크로스역에서 다시 시작되는 이야기!

J.K. 롤링과 잭 손, 존 티퍼니가 쓴 원작을 토대로 잭 손이 각색하여 탄생시킨 희곡 『해리포터와 저주받은 아이』 제1부. 79개 국어로 번역돼 4억 5,000만 부가 팔리며 유례를 찾기 힘들 만큼 폭발적인 반응을 일으킨 「해리 포터」 시리즈가 무려 9년 만에 돌아왔다. 「해리 포터」 시리즈의 여덟 번째 이야기이자 처음으로 무대에서 정식 상연된 연극으로, 2016년 7월 30일 런던 웨스트엔드에서 초연되어 변치 않은 해리 포터 신드롬을 증명했다.

이제는 마법부 직원으로 격무에 시달리면서도 한 여자의 남편이자 학교에 다니는 세 자녀의 아빠로서 책임을 다해야 하는 해리 포터. 이야기는 혼잡하고 붐비는 킹스 크로스 역에서 시작된다. 서른일곱이 된 해리는 지금 호그와트로 가는 두 아들을 배웅하는 길이다. 겉보기엔 영락없이 자상한 아빠지만 그에게는 아빠 역할이 조금 버겁다. 남들처럼 보고 배울 아버지가 없었기 때문이다. 그의 이런 고민은 둘째 아들, 알버스 세베루스 포터와의 사이에서 더욱 깊어진다.

마법 세계의 전설적인 영웅 해리와 그의 슬리데린 아들 알버스. 알버스는 아빠 옆에 서는 것이, 사람들이 자기를 쳐다보는 것이 괴로워 자꾸만 아빠와의 사이에서 어긋나게 된다. 시간이 흐를수록 아들과 아빠의 사이는 점점 멀어지지만, 다행히 알버스의 곁에는 좋은 친구가 있다. 바로 말포이의 아들 스코피어스다. 볼드모트의 자식이라는 소문의 주인공인 스코피어스와는 론과 해리가 그랬던 것처럼 호그와트 급행열차에서 간식을 나눠 먹으며 친구가 되었다.

한편, 불쑥불쑥 찾아오는 과거와 씨름하며 괴로워하던 해리에게 안타까운 죽임을 당했던 케드릭의 아버지 에이머스 디고리가 찾아와 마법부에서 보관 중인 시간 여행 장치를 사용해 케드릭을 되살려 달라고 부탁한다. 그 모습을 보게 된 알버스는 자신이 그 장치를 사용해 케드릭을 살려 내야겠다고 결심하는데……. 과연 알버스는 과거로 돌아가 케드릭 디고리를 살려 낼 수 있을까? 알버스와 스코피어스, 그리고 에이머스 디고리의 조카 델피가 함께하는 시간 여행이 지금 시작된다!",15662,BOOK
