title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
"곰돌이 푸, 행복한 일은 매일 있어 - 아직 행복을 기다리는 우리에게",곰돌이 푸 (원작),51376,국내도서>에세이>사진/그림 에세이,9788925563350,"1977년 월트 디즈니의 스튜디오에서 탄생하여 92년간 전 세계 아이들에게 행복을 전한 애니메이션 [곰돌이 푸]. 곰돌이 푸를 기억하고 그리워하는 독자들을 위한 책이 출간되었다. &lt;곰돌이 푸, 행복한 일은 매일 있어&gt;는 푸의 메시지와 삽화가 담긴 책이다.","A.A 밀른의 &lt;Winnie the Pooh 위니 더 푸&gt;라는 동명의 동화가 원작인 애니메이션 [곰돌이 푸]는 1977년 월트 디즈니의 스튜디오에서 탄생하여 92년간 전 세계 아이들에게 행복을 전했다. 이후 여러 버전으로 재해석되며 큰 사랑을 받은 [곰돌이 푸]는 1990년대부터 2000년대 초반까지 디즈니 만화동산을 보며 자란 한국 독자들에게는 누구나 사랑할 수밖에 없는 추억의 친구이기도 하다. 



그 시절의 아이들이 어른이 된 지금에는 곰돌이 푸가 삶에 관한 명대사로 다시금 회자되고 있다. 그 속에는 언뜻 단순하고 두루뭉술해 보이지만 삶의 방식에 관한 확고한(?) 곰돌이 푸만의 룰이 있다. ""일단 한숨 자고 시작하자."" ""기분이 우울해질 것 같아도 걱정하지 마. 그냥 배가 고픈 걸지도 몰라."" ""사람들은 불가능한 것은 없다고 말하지. 하지만 난 매일 아무것도 하지 않아.""



이렇듯 푸의 말은 팍팍한 현실과 익숙해진 것만큼 레벨 업된 고된 어른살이에 지친 우리의 마음을 따뜻하고 편안하게 어루만져준다. 이처럼 곰돌이 푸를 기억하고 그리워하는 독자들을 위한 책이 출간되었다. &lt;곰돌이 푸, 행복한 일은 매일 있어&gt;는 푸의 메시지와 삽화가 담긴 책이다. 



어떤 상황에서든 여유와 미소를 잊지 않는 곰돌이 푸를 다시 기억하고 만나는 일은, 반복되는 삶 속에서 무엇이 나를 행복하게 하는지를 잊어가는 우리에게, 다시 한번 행복에 관한 희망과 의미를 되새기게 해준다. 귀엽고 사랑스러운 모습부터 엉뚱한 모습까지 우리를 자꾸만 웃음 짓게 만드는 푸를, 진심 어린 말로 우리의 마음을 자꾸만 무장 해제시키는 푸를, 초기 삽화부터 우리에게 익숙한 만화영화 속 곰돌이 푸의 모습을 퀄리티 높은 디즈니의 삽화로 소장할 수 있는 것도 큰 즐거움이다.",30617,BOOK
82년생 김지영,조남주 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788937473135,오늘의 젊은 작가 13권. 조남주 장편소설. 시사 교양 프로그램에서 10년 동안 일한 방송 작가답게 서민들의 일상에서 발생하는 비극을 사실적이고 공감대 높은 스토리로 표현하는 데 특출 난 재능을 보이는 작가는 &lt;82년생 김지영&gt;에서 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다.,"공포, 피로, 당황, 놀람, 혼란, 좌절의 연속에 대한 한국 여자의 인생 현장 보고서!

문학성과 다양성, 참신성을 기치로 한국문학의 미래를 이끌어 갈 신예들의 작품을 엄선한 「오늘의 젊은 작가」의 열세 번째 작품 『82년생 김지영』. 서민들의 일상 속 비극을 사실적이면서 공감대 높은 스토리로 표현하는 데 재능을 보이는 작가 조남주는 이번 작품에서 1982년생 '김지영 씨'의 기억을 바탕으로 한 고백을 한 축으로, 고백을 뒷받침하는 각종 통계자료와 기사들을 또 다른 축으로 삼아 30대를 살고 있는 한국 여성들의 보편적인 일상을 완벽하게 재현한다.

슬하에 딸을 두고 있는 서른네 살 김지영 씨가 어느 날 갑자기 이상 증세를 보인다. 시댁 식구들이 모여 있는 자리에서 친정 엄마로 빙의해 속말을 뱉어 내고, 남편의 결혼 전 애인으로 빙의해 그를 식겁하게 만들기도 한다. 이를 이상하게 여긴 남편이 김지영 씨의 정신 상담을 주선하고, 지영 씨는 정기적으로 의사를 찾아가 자신의 삶을 이야기한다. 소설은 김지영 씨의 이야기를 들은 담당 의사가 그녀의 인생을 재구성해 기록한 리포트 형식이다. 리포트에 기록된 김지영 씨의 기억은 ‘여성’이라는 젠더적 기준으로 선별된 에피소드로 구성된다. 

1999년 남녀차별을 금지하는 법안이 제정되고 이후 여성부가 출범함으로써 성평등을 위한 제도적 장치가 마련된 이후, 즉 제도적 차별이 사라진 시대에 보이지 않는 방식으로 존재하는 내면화된 성차별적 요소가 작동하는 방식을 보여 준다. 지나온 삶을 거슬러 올라가며 미처 못다 한 말을 찾는 이 과정은 지영 씨를 알 수 없는 증상으로부터 회복시켜 줄 수 있을까? 김지영 씨로 대변되는 ‘그녀’들의 인생 마디마디에 존재하는 성차별적 요소를 핍진하게 묘사하고 있다.",94637,BOOK
원피스 88 - 사자,오다 에이치로 (지은이),4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9791133473540,,오다 에이치로의 『원피스』 제88권. 3장성 카타쿠리와 격돌하는 루피. 그러나 회심의 공격들은 모조리 회피당하며 절체절명의 위기! 그럼에도 카타쿠리가 동료에게 가는 것을 막기 위해 퇴로를 끊고 전력(全力) 배틀에 임하는데…?! '원피스'를 둘러싼 해양 모험 로망!,5807,BOOK
이상한 손님,백희나 (지은이),35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,9791158360801,"그림책이 참 좋아 47권. &lt;알사탕&gt;의 작가 백희나의 작품으로, 봄 날씨보다 변덕스러운 손님이 불러온 대소동을 그리고 있다. 작가의 전작들과 마찬가지로 &lt;이상한 손님&gt;에서도 이야기를 풀어 가는 중요한 열쇠는 ‘기꺼이 도우려는 마음’이다.","그림책이 참 좋아 47권. &lt;알사탕&gt;의 작가 백희나의 작품으로, 봄 날씨보다 변덕스러운 손님이 불러온 대소동을 그리고 있다. 어느 비 오는 오후, 이상한 손님이 찾아온다. 녀석의 이름은 천, 달, 록! 집에 가고 싶은데, 타고 온 구름을 잃어버렸단다. 이름도, 하는 말도, 하는 짓도 이상하기 짝이 없는 녀석의 집은 도대체 어딜까? 설마 진짜로 하늘? 이상한 손님이 일으킨 이상한 소동을 해결하며, 남보다 못한 현실 남매가 ‘한편’으로 거듭난다.



작가의 전작들과 마찬가지로 &lt;이상한 손님&gt;에서도 이야기를 풀어 가는 중요한 열쇠는 ‘기꺼이 도우려는 마음’이다. 큰오빠 개구리가 배고픈 올챙이 동생들을 위해 혀가 닷 발은 늘어나도록 파리를 잡아 주었듯, 장수탕 선녀님이 감기 걸린 덕지에게 찾아와 열에 들뜬 이마를 짚어 주었듯, 이상한 엄마가 아픈 아이를 위해 열 일 제쳐 두고 땅으로 내려왔듯, 남매는 길 잃은 아이를 도우려 고군분투한다.



그리고 그 착한 마음은 평생을 가져갈 소중한 기억으로, 서로에 대한 믿음으로, 어떤 어려움도 이겨낼 수 있는 자신감으로 되돌아온다. 작가가 꿈꾸는 세상은 늘 한결같다. 누구든 도움이 필요하면 기꺼이 손 내밀어 주는 세상, 그런 선한 마음에 값하는 선한 보답이 돌아오는 세상…. &lt;이상한 손님&gt;은 작가가 꾸는 그 행복한 꿈속으로 우리를 불러들이는 즐거운 초대장이다.",11488,BOOK
"모든 순간이 너였다 - 반짝반짝 빛나던 우리의 밤을, 꿈을, 사랑을 이야기하다",하태완 (지은이),51371,국내도서>에세이>한국에세이,9791162202913,"SNS와 전작 &lt;#너에게&gt;를 통해 50만 명에 이르는 독자들에게 사랑받은 하태완 작가의 두 번째 에세이로, 위로받고 싶을 때, 설레고 싶을 때, 사람에 사랑에 상처받았을 때… 삶의 모든 순간에 특별한 위로와 공감을 건넨다.","'나, 이대로 괜찮은 걸까?' 바쁜 일상을 살다 보면 문득 내 마음은 돌보지 못한 채, 나의 모든 순간은 정신없이 흘려보낸 채 어두운 밤을 맞이하게 되는 순간이 있다. 〈모든 순간이 너였다〉는 그런 지친 밤, 누군가 나에게 꼭 해주었으면 싶었던 말을 가만히 건네는 책이다.

SNS와 전작 〈#너에게〉를 통해 50만 명에 이르는 독자들에게 사랑받은 하태완 작가의 두 번째 에세이로, 위로받고 싶을 때, 설레고 싶을 때, 사람에 사랑에 상처받았을 때… 삶의 모든 순간에 특별한 위로와 공감을 건넨다. 소중한 모든 순간을 나누고픈 사랑하는 사람에게, 미처 의식하지 못했던 지금 이 빛나는 순간을 조금 더 단단해진 마음으로 맞이하고 싶은 나에게, 선물해주고 싶은 책이다.",21172,BOOK
스티븐 유니버스 Art & Origins - 스티븐 유니버스 공식 아트북,"크리스 맥도널 (지은이), 레베카 슈거 (원작), 홍주연 (옮긴이), 겐디 타르타코프스키 (서문)",51057,국내도서>예술/대중문화>영화/드라마>애니메이션,9791155811405,"한국은 물론 전 세계적 팬덤을 낳은 애니메이션 '스티븐 유니버스'의 공식 콘셉트 북이다. 매혹적인 아트워크를 집대성한 팬 북으로, 기획, 각본, 작곡, 캐릭터 개발 등 모든 과정을 총괄한 원저작자 레베카 슈거와 크루니버스들의 목소리로 '스티븐 유니버스'의 모든 것을 만난다.","★카툰네트워크 TV 방영 『스티븐 유니버스』 정식 한국어판★
★2015년, 2016년 에미상 ‘뛰어난 단편 애니메이션’ 부문 노미네이트★
★카툰네트워크 시리즈 사상 최초로 여성이 기획한 애니메이션★

한국은 물론 전 세계적 팬덤을 낳은 애니메이션 『스티븐 유니버스』의 공식 콘셉트 북이다. 매혹적인 아트워크를 집대성한 팬 북으로, 기획, 각본, 작곡, 캐릭터 개발 등 모든 과정을 총괄한 원저작자 레베카 슈거와 크루니버스들의 목소리로 『스티븐 유니버스』의 모든 것을 만난다.

고정관념이나 차별, 편견 등에 사로잡히지 않은 캐릭터들과 기존의 고리타분한 문법을 과감히 깬 구성, 파스텔 톤의 색감으로 물든 화면, 균형 잡힌 세계관, 누군가를 배척하지 않고 함께 성장해나가는 스토리라인, 무엇보다 압도적인 음악까지 기분 좋게 스며들며 조화를 이루는 이 사랑스러운 애니메이션은 한번 보기 시작하면 빠져나올 수 없는 마성을 지녔다.",1543,BOOK
"무례한 사람에게 웃으며 대처하는 법 - 인생자체는 긍정적으로, 개소리에는 단호하게!",정문정 (지은이),51371,국내도서>에세이>한국에세이,9788957369364,"갑자기 선을 훅 넘는 사람들에게 감정의 동요 없이 ""금 밟으셨어요"" 하고 알려줄 방법은 없을까? 당연히 있다. 다만 그 방법을 실제로 사용하려면 연습이 좀 필요하다. 책에는 작가가 지금까지 시도한 훈련법 중 가장 효과적이었던 방법과 그 과정에서 깨달은 것들을 담았다.","158주 연속 전국 서점 ‘에세이’ 베스트셀러
일본, 대만, 베트남, 태국, 인도네시아 판권 수출!

갑자기 선을 훅 넘는 사람들에게
감정의 동요 없이 “금 밟으셨어요” 하고
알려줄 방법은 없을까?

출간된 지 3년이 넘는 시간 동안 ‘전국 서점 에세이 베스트셀러’를 기록하며 수많은 독자의 가슴을 시원하게 만들어준 책이 있다. 이제는 일본을 비롯하여 대만, 베트남, 태국, 인도네시아에까지 수출되어 아시아 전역에서 인기를 끌고 있는 책 『무례한 사람에게 웃으며 대처하는 법』이다. 갑질이나 권력관계에서 좋게좋게 넘어가는 게 미덕이라 여겼던 사람들이 ‘목소리를 내야 바꿀 수 있다’로 생각이 달라지고 있다. 이 책은 사회적 시선이나 남의 눈치를 보기보다 자신의 생각과 의견을 솔직하게 표현하려는 사람들에게 큰 공감을 안겨주는 책으로 평가받는다.

사람들과 만나 수많은 이야기를 하고 온 날, 마음이 헛헛할 때가 있다. 나는 왜 그렇게 말했을까? 그 사람은 내게 왜 그렇게 무례했을까? 그들은 내게 상처를 주고 당혹감을 안기며, 기껏 붙잡고 사느라 힘든 자존감을 뒤흔들어 놓는다. 어떤 인간관계는 유지하는 그 자체만으로 지나치게 에너지가 들 때가 있다. 내 속마음을 말하고 싶지만, 오해받을까 봐, 이기적인 사람처럼 보일까 봐, 하고 싶은 말을 속으로만 삭이게 된다. 

“왜 이렇게 예민해? 생리 중이야?”란 말을 들으면 어떻게 해야 할까? 당장의 평화를 위해 상대의 무례함을 용인한다면 그의 무례는 앞으로도 계속된다. 그런 이들에게 감정의 동요 없이 “금 밟으셨어요” 하고 알려줄 방법은 없을까? 당연히 있다. 다만 그 방법을 실제로 사용하려면 연습이 좀 필요하다. 책에는 작가가 지금까지 시도한 훈련법 중 가장 효과적이었던 방법과 그 과정에서 깨달은 것들을 담았다. 앞으로 무례한 사람을 만나도 절대 기죽지 말자. 웃으면서 우아하게 경고할 방법이 많이 있으니까.",24701,BOOK
2018 제9회 젊은작가상 수상작품집,"박민정, 임성순, 임현, 정영수, 김세희, 최정나, 박상영 (지은이)",50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9788954650694,"문학동네는 2010년에 젊은작가상을 제정하여 등단 십 년 이하의 젊은 작가들이 한 해 동안 발표한 중단편소설 중에서 가장 뛰어난 일곱 편을 선정해 시상하고 단행본으로 출간해왔다. 2018년 제9회 수상자는 박민정, 임성순, 임현, 정영수, 김세희, 최정나, 박상영이다.","한국소설의 내일을 담당할 젊은 작가들의 젊은 소설!

한 해 동안 발표한 중단편소설 중 빛나는 성취를 보여준 작품에 수여하는 문학동네 젊은작가상. 2010년에 제정된 ‘젊은작가상’은 열정과 패기로 충만한 한국 문단의 젊은 작가들을 대상으로, 등단 십 년 이내의 작가들로 제한하여 그동안 집중적으로 조명되지 않은 개성에 주목한다. 매해 일곱 편의 수상작과 젊은 평론가의 해설을 엮어 출간해온 젊은작가상 수상작품집은 한국문학의 정체를 한순간도 용납하지 않고 갱신을 반복하는 젊은 작가들의 노력의 결실이기도 하다. 

제9회 젊은작가상 대상 수상작은 김준성문학상, 문지문학상을 잇따라 수상하며 지금 한국 문단에서 강력한 존재감을 드러내고 있는 박민정의 《세실, 주희》로, 초기작에서부터 품어온 문제의식이 구성적 정밀함과 어우러진 수작이다. 제8회 젊은작가상 대상 수상 작가인 임현을 제외한 여섯 명의 작가들은 젊은작가상에 처음으로 이름을 올렸다. 아직 집중적으로 조명되지 않은 신예 작가들의 탁월한 작품을 만나보는 즐거움을 느낄 수 있을 것이다.",12390,BOOK
"그해, 여름 손님 (양장)","안드레 애치먼 (지은이), 정지현 (옮긴이)",50919,국내도서>소설/시/희곡>영미소설,9791195061464,화이팅 어워드 수상자 안드레 애치먼의 감각적인 언어로 열일곱 살 엘리오와 스물네 살 올리버 두 남자의 사랑을 섬세하게 그려 낸 작품이다. 2007년 해외 출간 당시 람다 문학상 게이 소설 부문에서 수상하는 등 세계 언론의 극찬을 받았다.,"내 눈의 빛, 세상의 빛, 내 인생의 빛 같은 사람!

90회 아카데미 각색상 수상작 《콜 미 바이 유어 네임(Call Me by Your Name)》의 원작 소설 『그해, 여름 손님』 양장본. 파이팅 어워드 수상자 안드레 애치먼이 감각적인 언어로 피아노 연주와 책이 삶의 전부인 열일곱 소년 엘리오와 스물넷의 미국인 철학교수 올리버, 두 남자의 사랑을 섬세하게 그려낸 작품이다. 

소설은 훗날 성장한 엘리오가 그해 여름을 회상하는 것으로 시작해, 올리버와 함께 보낸 리비에라에서의 6주, 로마에서의 특별한 날들을 배경으로 언제까지나 함께 할 수 없고 누구에게도 말할 수도 없는 비밀을 안은 채 특별한 친밀함을 쌓아 나가는 과정을 그린다. 이탈리아 해안가의 별장에서 여름을 맞이한 열일곱 살의 엘리오. 부모님은 책 출간을 앞두고 원고를 손봐야 하는 젊은 학자들을 초대하는데, 그해 여름 손님은 스물넷의 미국인 철학교수 올리버다. 

엘리오는 자유분방하면서도 신비한 매력으로 만나는 사람마다 매료시키는 올리버에게 첫눈에 반하면서 거침없이 빠져든다. 마음을 온전히 열어 보이지 않는 올리버를 향해 욕망을 떨쳐낼 수 없는 지경에 이른 엘리오. 올리버는 엘리오가 다가갈 때마다 “나중에!”라며 피하지만, 결국 둘은 멈출 수 없는 사랑을 나눈다. 하이든, 리스트, 바흐와 헤라클레이토스, 파울 첼란, 퍼시 셸리, 레오파르디를 넘나드는 두 사람의 의식 세계와 온전히 하나가 되고자 열망하는 몸짓이 세련되고 품위 있는 로맨스를 완성해 낸다.",6278,BOOK
나미야 잡화점의 기적 (양장),"히가시노 게이고 (지은이), 양윤옥 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9788972756194,히가시노 게이고 소설. 총 5장으로 구성된 &lt;나미야 잡화점의 기적&gt;은 시공간을 초월하여 편지를 주고받는다는 설정 때문에 판타지 색채가 두드러져 보일 수 있지만 이는 각각의 이야기와 등장인물을 하나의 연결 고리로 모으는 주요 장치로 작용한다.,"히가시노 게이고의 차기 대표작으로 손꼽힐 『나미야 잡화점의 기적』

추리적인 향기와 깊이를 잃지 않는 명작,『나미야 잡화점의 기적』. 이 책은 2012년 출간되어 큰 화제를 불러일으킨, 히가시노 게이고의 대표작이다. 작가가 일관되게 추구해온 인간 내면에 잠재한 선의에 대한 믿음이 작품 전반에 깔려 있는 이 이야기에는 그동안 히가시노 게이고 하면 떠올랐던 살인 사건이나 명탐정 캐릭터는 전혀 등장하지 않는다. 그럼에도 불구하고 마치 퍼즐을 맞추어가는 듯한 치밀한 짜임새는 과연 히가시노 게이고의 작품답게 명불허전의 짜릿한 쾌감을 선사하며 감동을 자아내 작가의 고정 독자를 충분히 매료시킨다. 

이 이야기에는 살인 사건도 민완 형사도 없다. 범죄자의 컴컴한 악의 대신 인간 내면에 잠재한 선의에 대한 믿음이 있고, 모든 세대를 뭉클한 감동에 빠뜨리는 기적에 대한 완벽한 구성이 있다.
- 옮긴이 양윤옥",110433,BOOK
