title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
한번도 경험해보지 못한 나라 - 민주주의는 어떻게 끝장나는가,"강양구, 권경애, 김경율, 서민, 진중권 (지은이)",51277,국내도서>사회과학>한국정치사정/정치사>한국정치사정/정치사-일반,9791190413152,"각자의 전문분야를 중심으로 한 명의 사회자를 두고, 전문가 두 명이 대담을 진행한 대담집. 7개의 장으로 구성되어 체계적이고 종합적인 내용을 담았다.",,10197,BOOK
심판,"베르나르 베르베르 (지은이), 전미연 (옮긴이)",51212,국내도서>소설/시/희곡>희곡>외국희곡,9788932920405,"베르베르가 『인간』 이후 다시 한번 시도한 희곡이며, 천국에 있는 법정을 배경으로 판사 · 검사 · 변호사 · 피고인이 펼치는 설전을 유쾌하게 그려 냈다. 베르베르 특유의 상상력과 유머가 빛나는 이 작품은 희곡이면서도 마치 소설처럼 읽힌다.",,19485,BOOK
흔한남매의 흔한 호기심 1 - 일상에서 만나는 과학 상식,"안치현 (지은이), 흔한남매 (원작), 유난희 (그림), 이정모, 흔한컴퍼니 (감수)",48867,국내도서>어린이>과학/수학/컴퓨터>과학 일반,9791164136032,"우리 일상 속에도 다양한 과학 원리가 숨어 있다. 흔한남매의 흔한 호기심 1권에서는 ‘매운 걸 먹으면 스트레스가 풀릴까?’, ‘라면 면발은 왜 꼬불꼬불할까?’ 등 일상에서 한 번쯤은 궁금증을 느껴 봤을 18개의 호기심을 모았다.",,11779,BOOK
완전학습 바이블 - 배운 것을 100% 이해하는 후천적 공부머리의 비밀,임작가 (지은이),51794,국내도서>좋은부모>교육/학습>학교/학습법,9791130631134,"아이들의 공부정서를 올바르게 형성해 줄 수 있는 방법을 소개하는 책으로, 유튜브 11만 구독자를 보유하며 큰 인기를 얻고 있는 〈인생멘토 임작가〉의 임작가가 약 12년 간 조사하고 연구해 온 자녀교육 및 학습 철학이 고스란히 담겨 있다.",,9852,BOOK
공부란 무엇인가,김영민 (지은이),51378,국내도서>인문학>교양 인문학,9791190030632,"대학입시 “제도”에 대한 논의만 무성한 지금, 대학교육 혹은 시민교육의 “내용”은 무엇이야 할까. 성숙한 시민으로서 무엇을 공부해야 하는지 쓰기, 읽기, 생각하기를 중심으로 이야기한다. 서울대 김영민 교수의 공부에세이.",,10173,BOOK
이토록 공부가 재미있어지는 순간 (10만 부 기념 스페셜 에디션) - 공부에 지친 청소년들을 위한 힐링 에세이,박성혁 (지은이),4621,국내도서>청소년>학습법,9791130604626,2015년 2월 출간되어 5년이 넘는 시간 동안 ‘전국 서점 청소년 분야 스테디셀러 1위’를 기록하며 수많은 청소년에게 꿈과 희망을 심어준 책이다. 그 이유는 바로 이 책이 ‘공부의 본질’을 전하기 때문이다.,,16882,BOOK
돈의 속성 - 최상위 부자가 말하는 돈에 대한 모든 것,김승호 (지은이),2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,9791188331796,"어떤 횡재나 일명 대박주식 없이 말 그대로 맨손에서 만들어낸 종잣돈으로 돈 버는 방법을 알려준다. 부모에게 받은 유산은커녕, 30대 후반까지 낡은 자동차에 그날 판매할 과일을 싣고 다니던 어느 가난한 이민 가장이 이룬 진짜 부에 대한 모든 방법이 담겼다.",,15764,BOOK
어른의 어휘력 - 말에 품격을 더하고 세상을 올바르게 이해하는 힘,유선경 (지은이),51538,국내도서>인문학>책읽기/글쓰기>글쓰기,9791190710053,"낱말을 뒤살피고 음미하는 언어적 즐거움부터 자신의 생각과 감정을 적절한 어휘로 표현하는 기쁨, 대상과 사물에 대한 새로운 시각을 깨우는 흥분, 타인의 마음을 두드리는 설렘으로 가득하다.",,8607,BOOK
살고 싶다는 농담 - 허지웅 에세이,허지웅 (지은이),52906,국내도서>에세이>명사에세이>기타 명사에세이,9788901244600,"작가 허지웅이 악성림프종이라는 큰 시련을 겪은 뒤, 인생에 대해 이전과는 확연히 달라진 시각을 가지고 쓴 에세이다. 저마다 자신만의 무거운 천장을 어깨에 이고 무너지지 않으려 애쓰는 사람들, 기대어 쉴 곳 없이 지쳐 있는 사람들에게 들려주고 싶은 25편의 이야기들을 담았다.",,10891,BOOK
상관없는 거 아닌가? - 장기하 산문,장기하 (지은이),52905,국내도서>에세이>명사에세이>방송연예인에세이,9788954674607,"재기발랄하고 아름다운 가사와 개성 있는 음악으로 사랑받아온 뮤지션 장기하의 첫 산문집이다. 지금 이 순간을 살아가는 평범한 생활인으로서 대중음악가로서 느끼는 일상다반사에 대한 생각과 감정을 솔직, 담백, 유쾌하게 담았다.",,7988,BOOK
