title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
청사과 낙원 시즌 2 : 1~3 세트 - 전3권 - 박스 세트 포함,청낙원 (지은이),7443,국내도서>만화>인터넷 연재 만화,9791191766189,"네이버 시리즈 연재 웹툰으로, 전체 시즌 누적 다운로드 수 1500만을 앞둔 인기 작품이다. 시즌2에서는 달국과 여난을 중심으로, 중학교 시절 만남부터 현재까지 이어지는 애틋하고도 절절한 첫사랑 이야기다.",,4373,BOOK
완전한 행복,정유정 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791167370280,"버스도 다니지 않는 버려진 시골집에서 늪에 사는 오리들을 먹이기 위해 오리 먹이를 만드는 한 여자의 뒷모습에서 시작된다. 그녀와 딸, 그리고 그 집을 찾은 한 남자의 얼굴을 비춘다. 얼굴을 맞대고 웃고 있지만 그들이 추구하는 서로 다른 행복은 서서히 불협화음을 만들어낸다.",,31097,BOOK
소크라테스 익스프레스,"에릭 와이너 (지은이), 김하현 (옮긴이)",51381,국내도서>인문학>인문 에세이,9791190030922,"마르쿠스 아우렐리우스부터 몽테뉴까지 역사상 가장 위대한 철학자들을 만나러 떠나는 여행기이자, 그들의 삶과 작품 속의 지혜가 우리 인생을 개선하는 데 어떻게 도움이 되는지 답을 찾아가는 책이다.",,37474,BOOK
조국의 시간 - 아픔과 진실 말하지 못한 생각,조국 (지은이),51220,국내도서>사회과학>정치학/외교학/행정학>정치인,9788935668663,"2019년 8월 9일, 조국이 법무부장관 후보로 지명된 이후 벌어진 일련의 사태를 정리하고 자신의 솔직한 심정을 기록한 책이다.",,36466,BOOK
흔한남매 8,"흔한남매 (지은이), 백난도 (글), 유난희 (그림), 흔한컴퍼니 (감수)",49995,국내도서>어린이>TV/만화/영화>만화 일반,9791164138197,‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어 낸 코믹북이다. 하루도 조용할 날이 없는 으뜸이와 에이미의 일상 스토리는 진짜 웃음이 필요한 어린이들에게 순수한 웃음과 유쾌한 우애를 선사할 것이다.,,15137,BOOK
부의 시나리오 - 불확실성을 기회로 만드는 4가지 투자전략,오건영 (지은이),2225,국내도서>경제경영>재테크/투자>재테크/투자 일반,9791190977265,"오건영 저자가 불안한 금융시장 속, 흔들리는 투자자들의 다음 스텝을 지켜주기 위해 돌아왔다. 읽기만 해도 경제 흐름과 지식이 손에 잡히는 독보적인 오건영표 친절한 설명은 기본, 인플레 공포와 맞서 싸우는 것을 도와줄 ‘부의 시나리오’도 준비했다.",,13293,BOOK
해커스 토익 기출 VOCA (보카) - 주제별 연상암기로 토익 영단어 30일 완성! RC/LC 필수 토익 보카 [최신 기출 어휘+출제포인트 수록ㅣ단어암기 어플 제공],David Cho (지은이),49857,국내도서>외국어>토익>Vocabulary,9788965422785,토익 기초 단어부터 고난도 어휘까지 모든 난이도의 단어를 수록했다. 토익 빈출?주제 30개에 맞춰?단어를 수록하여 주제별로 묶어서 쉽게 암기가 가능하다. 단어 MP3를 바로 들을 수 있는 QR코드를 각 Day 시작 페이지에 삽입하여 편리하게 학습이 가능하다.,,217557,BOOK
여름은 오래 그곳에 남아,"마쓰이에 마사시 (지은이), 김춘미 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9788934972204,1982년 일본의 고급 별장지 가루이자와. ‘무라이 건축 설계 사무소‘는 여름 한철을 그곳 아사마 산 자락의 별장에서 보낸다. 삶과 맞닿은 건축을 꿈꾸는 사람들과 언제까지고 계속되었으면 했던 그 여름의 고아했던 나날. 이윽고 국립현대도서관 설계 경합을 앞두고 뜨거운 분투가 시작되는데.,,24821,BOOK
미드나잇 라이브러리,"매트 헤이그 (지은이), 노진선 (옮긴이)",50919,국내도서>소설/시/희곡>영미소설,9791191056556,"20대에 심한 우울증을 겪으며 정신적 붕괴를 경험했던 작가 매트 헤이그는 ‘살아야 할 이유’에 대해서 끊임없이 고민해왔고, 신작 장편소설 《미드나잇 라이브러리》에서 자신만의 해답을 구한다.",,29993,BOOK
친구의 전설,이지은 (지은이),35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,9788901251226,"&lt;팥빙수의 전설&gt;로 여름, 겨울 할 것 없이 팥빙수 열풍을 일으켰던 이지은 작가가 새로운 전설의 문을 열었다. &lt;친구의 전설&gt;은 동네에서 성격 고약하기로 소문난 호랑이와 그 호랑이의 꼬리에 운명처럼 딱 붙어 버린 꼬리 꽃의 이야기다.",,14486,BOOK
