title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
"주술회전 27 트리플 특장판 - 양면 커버 + 티켓풍 책갈피 + 일러스트 카드 세트(PET), 바보 서바이버!!","아쿠타미 게게 (지은이), 이정운 (옮긴이)",4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9791136791047,,,90700,BOOK
괴수 8호 13 (트리플 특장판) - 초판한정 일러스트 카드 + 한국한정 양면 일러스트 커버 + 한정 아크릴 포토 카드,"마츠모토 나오야 (지은이), 유유리 (옮긴이)",3724,국내도서>만화>소년만화>액션,,타치카와에 발생한 괴수 9호의  수중에 떨어진 아시로 미나. 미나를 구출하러 가려는 카프카를 도쿄 곳곳에서 나타난 대괴수들이 가로막는다.,,57940,BOOK
언젠가 우리가 같은 별을 바라본다면,"차인표 (지은이), 제딧 (그림)",50759,국내도서>청소년>청소년 문학>청소년 소설,9791191061048,"고국을 떠나 70년 만에 필리핀의 한 작은 섬에서 발견된 쑤니 할머니의 젊은 시절을 담은 이야기이다. 작가는 우리나라가 일본에 주권을 빼앗긴 채 가난하고 핍박받던 시절을 맨몸으로 버텨 낸 우리 어머니의 어머니, 아버지의 아버지들의 이야기를 남기고자 집필을 시작했다.",,161432,BOOK
이중 하나는 거짓말,김애란 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791141601300,한국문학의 결정적 순간을 만들어온 젊은 거장 김애란의 장편소설. 몇 년 전 진행된 한 인터뷰에서 차기작에 대해 묻는 질문에 작가가 “빛과 거짓말 그리고 그림에 관한 이야기”라고 설명한 것 외에는 모든 것이 베일에 가려져 있던 바로 그 작품이 오랜 기다림 끝에 마침내 공개된다.,,151610,BOOK
영원한 천국,정유정 (지은이),50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,9791167374561,"출간된 작품마다 독자들을 ‘정유정 월드’로 이끌어온 소설가 정유정의 신작이 출간된다. 《28》에서는 전염병을, 《진이, 지니》에서는 호미노이드를 다루며, 세계의 변화를 선험적으로 감지하여 그 안에서 가장 인간다운 것이 무엇인지 탐구해온 작가의 이번 신작은 《완전한 행복》에 이은 욕망 3부작의 두 번째 책, 《영원한 천국》이다.",,120230,BOOK
열혈강호 91,"전극진 (지은이), 양재현 (그림)",2558,국내도서>만화>소년만화>무협,9791172882686,,,26050,BOOK
던전밥 월드 가이드 모험자 바이블 완전판 - S코믹스,"쿠이 료코 (지은이), 김민재 (옮긴이)",2553,국내도서>만화>본격장르만화>SF/가상사회,9791138484183,"인기 판타지 만화《던전밥》, 그 모든 것이 담긴 공식 설정집, 완전판. 2021년 발매된《던전밥 월드 가이드 모험자 바이블》에 오리지널 만화와 비장의 설정 자료를 추가하고, 만화 100페이지, 일러스트 100점 이상을 수록했다.",,28780,BOOK
흔한남매 과학 탐험대 11 : 여러 가지 힘,"흔한남매 (원작), 김언정, 송은경 (글), 김덕영 (그림), 흔한컴퍼니 (감수), 정현철, 김희목, 권경아, 최진수 (기획)",48870,국내도서>어린이>과학/수학/컴퓨터>지구와 우주,9788934935193,"《흔한남매 과학 탐험대》 시리즈는 과학을 처음 접하는 아이들이 과학의 주요 내용을 미리 맛볼 수 있는 초등 과학 입문서이다. 흔한남매가 최고의 과학 전문가들과 함께 우주, 지구와 달, 우리 몸 등을 여행하며 쉽고 재미있게 과학 지식을 배운다.",,30800,BOOK
고전이 답했다 마땅히 살아야 할 삶에 대하여,고명환 (지은이),70216,국내도서>자기계발>성공>성공학,9791193939130,"매일 아침 7만 명이 유튜브 강의를 찾아 듣고, 한 달에 20여 차례 전국의 강연장을 찾아가 독자들을 만나는 이 시대 최고의 강연자. 30만 독자가 기다린 베스트셀러 저자 고명환이 지난 10여 년간의 인생 내공이 응축된 책, 『고전이 답했다 마땅히 살아야 할 삶에 대하여』에서 고전(古典)에서 길어 올린 흔들림 없는 삶의 내공을 전한다.",,89230,BOOK
만화로 보는 3분 철학 1 : 서양 고대 철학편,"김재훈, 서정욱 (지은이)",51440,국내도서>인문학>철학 일반>교양 철학,9791190776752,"인문학과 철학의 중요성이 강조되는 시대지만 정작 어디부터 공부하면 좋을지 몰라 막막해하는 사람들을 위한 책, 『만화로 보는 3분 철학』이 카시오페아에서 출간되었다.",,88704,BOOK
더 좋은 문장을 쓰고 싶은 당신을 위한 필사책,이주윤 (지은이),51538,국내도서>인문학>책읽기/글쓰기>글쓰기,9791194033127,"《요즘 어른을 위한 최소한의 문해력》, 《요즘 어른을 위한 최소한의 맞춤법》 등 10만 독자가 선택한 작가 이주윤이 그만의 필사 글쓰기 노하우를 담은 《더 좋은 문장을 쓰고 싶은 당신을 위한 필사책》을 출간했다.",,73220,BOOK
너에게 들려주는 단단한 말,김종원 (지은이),1142,국내도서>청소년>청소년 인문/사회,9791198682550,"청소년을 위한 인생철학 에세이다. ‘나’라는 존재와 친구와의 관계, 공부와 성적, 꿈과 진로 등에 관한 고민이 커지는 청소년기는 인생이란 여정에서 어둡고 막막한 터널을 처음으로 마주하는 시기다. 어떤 생각을 키우고, 어떤 마음을 갖느냐에 따라 앞으로 펼쳐질 삶의 모양이 달라질 수도 있기에 저자는 단어 하나, 문장 하나에도 온 마음을 담았다.",,110760,BOOK
반딧불이의 혼례 3,"타치바나 오레코 (지은이), 유유리 (옮긴이)",4134,국내도서>만화>본격장르만화>판타지>드라마틱 판타지,9791136790620,"살날이 얼마 남지 않은 화족 영애 사토코는 어느 날 납치되어 ‘유녀도’에 갇혀버린다. 그곳에서 살인 청부업자 신페이의 도움을 받아 목숨을 건진 뒤로 이질적일 정도로 사랑받게 되는데――. 유곽에서 위기를 벗어난 사토코와 신페이는, 비밀리에 수배해 둔 배를 타고 섬 탈출을 시도한다.",,19925,BOOK
푸른 들판을 걷다,"클레어 키건 (지은이), 허진 (옮긴이)",52652,국내도서>소설/시/희곡>세계의 소설>아일랜드소설,9791130654621,"초역작 『맡겨진 소녀』와 대표작 『이처럼 사소한 것들』로 독서가들의 열렬한 사랑을 받은 아일랜드 소설가 클레어 키건의 신간이 다산책방에서 출간되었다. 『푸른 들판을 걷다』는 국내에 세 번째로 소개하는 작가의 작품이자, 처음으로 선보이는 소설집이다.",,55605,BOOK
찬란한 멸종 - 거꾸로 읽는 유쾌한 지구의 역사,이정모 (지은이),51315,국내도서>과학>지구과학>지구,9791130655017,"JTBC &lt;차이나는 클라스&gt;, tvN &lt;어쩌다 어른&gt; 등의 방송과 유튜브 채널에서 ‘지구의 역사’와 ‘인류 대멸종’을 주제로 강의해 누적 조회 수 1100만 회 이상을 기록하며 화제를 모았던 이정모 저자가 『찬란한 멸종』을 통해 멸종으로 보는 46억 년 지구의 역사를 본격적으로 스토리텔링한다.
",,59435,BOOK
불안 세대 - 디지털 세계는 우리 아이들을 어떻게 병들게 하는가,"조너선 하이트 (지은이), 이충호 (옮긴이)",51378,국내도서>인문학>교양 인문학,9788901285894,"세계적인 사회심리학자 조너선 하이트의 신작 『불안 세대』가 전 세계를 뜨겁게 달구고 있다. 베스트셀러 『바른 마음』으로 ‘영미권에서 가장 논쟁적인 학자’으로 부상한 그는 스마트폰과 소셜 미디어, 인터넷이 청소년 정신 건강 위기를 초래하고 있다는 충격적인 주장을 내놓는다.",,67755,BOOK
화이트홀,"카를로 로벨리 (지은이), 김정훈 (옮긴이), 이중원 (감수)",51301,국내도서>과학>물리학>물리학 일반,9791165349936,"세계적인 물리학자이자 ‘제2의 스티븐 호킹’이라 평가받는 카를로 로벨리 최신작. 카를로 로벨리는 최신 연구를 바탕으로 ‘화이트홀’이라는 미지의 세계, 지속적인 불확실성에 대한 실체를 추적한다.",,25300,BOOK
사피엔스 : 그래픽 히스토리 Vol.1 - 인류의 탄생,"유발 하라리 (원작), 다니엘 카사나브 (그림), 김명주 (옮긴이), 다비드 반데르묄렝 (각색)",51378,국내도서>인문학>교양 인문학,9788934991328,《사피엔스: 그래픽 히스토리》 시리즈는 교양 논픽션인 원작의 핵심이 기발한 각색과 세련된 그림을 통해 흡인력 강한 스토리텔링으로 재탄생한 그래픽노블의 걸작이다. 그중 첫 권은 원작의 ‘1부 인지혁명’을 다룬다.,,68632,BOOK
하루 한 장 나의 어휘력을 위한 필사 노트 - 할 말은 많지만 쓸 만한 말이 없는 어른들을 위한 숨은 어휘력 찾기,유선경 (지은이),51378,국내도서>인문학>교양 인문학,9791171711673,"《어른의 어휘력》, 《감정 어휘》 어휘력 도서 최다 판매 유선경 작가의 첫 필사책. “오늘부터 하루 한 장, 나의 어휘력을 위한 필사를 시작합니다”",,145546,BOOK
내 인생 최악의 일주일 1 - 월요일,"이바 이모리스, 맷 코스그로브 (지은이), 김영진 (옮긴이)",48877,국내도서>어린이>동화/명작/고전>외국창작동화,9788949144511,"소심하지만 사랑스러운 6학년 소년 저스틴의 인생에서 가장 끔찍하게 웃기는 한 주를 담은 초등 동화 시리즈의 첫 권, 『내 인생 최악의 일주일 1 : 월요일』이 출간되었다. 호주와 뉴질랜드에서만 약 20만 부가 판매되었고 전 세계 34개 언어 50여 개국에 수출된 베스트셀러 시리즈다.",,26840,BOOK
당신이 누군가를 죽였다,"히가시노 게이고 (지은이), 최고은 (옮긴이)",51058,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설,9791170611561,일본 최고의 베스트셀러 작가 히가시노 게이고의 장편소설『당신이 누군가를 죽였다』가 출간되었다. 작품은 장르문학계의 거장인 작가가 101번째 작품을 맞아 추리소설의 원점으로 돌아가 ‘황금시대 미스터리’의 매력을 유감없이 발휘한 걸작으로 평단과 독자의 호평을 받고 있다.,,94720,BOOK
