title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
나는 메트로폴리탄 미술관의 경비원입니다 - 경이로운 세계 속으로 숨어버린 한 남자의 이야기,"패트릭 브링리 (지은이), 김희정, 조현주 (옮긴이)",51373,국내도서>에세이>외국에세이,9788901276533,뉴욕 메트로폴리탄 미술관에서 경비원으로 근무했던 패트릭 브링리의 독특하면서도 지적인 회고를 담은 에세이다. 가족의 죽음으로 고통 속에 웅크리고 있던 한 남자가 미술관에서 10년이라는 시간을 보내며 상실감을 극복하고 마침내 세상으로 나아갈 힘을 얻는 여정을 섬세하게 그려냈다.,,155207,BOOK
마흔에 읽는 쇼펜하우어 - 마음의 위기를 다스리는 철학 수업,강용수 (지은이),51473,국내도서>인문학>서양철학>근대철학>쇼펜하우어,9791192300818,"인생의 의미를 끊임없이 고민한 철학자, 아르투어 쇼펜하우어의 깨달음과 철학적 사유 중 현시대 우리가 고통을 해소하고 마음의 위기를 극복하는 데 도움이 될 내용을 30가지로 정리했다.",,138379,BOOK
세이노의 가르침 (화이트 에디션) - 피보다 진하게 살아라,세이노(SayNo) (지은이),70216,국내도서>자기계발>성공>성공학,9791168473690,"2000년부터 발표된 그의 주옥같은 글들. 독자들이 자발적으로 만든 제본서는 물론, 전자책과 앱까지 나왔던 《세이노의 가르침》이 드디어 전국 서점에서 독자들을 마주한다. 여러 판본을 모으고 저자의 확인을 거쳐 최근 생각을 추가로 수록하였다. 정식 출간본에만 추가로 수록된 글들은 목차와 본문에 별도 표시하였다.",,407554,BOOK
원피스 107 - 전설의 영웅,오다 에이치로 (지은이),4133,국내도서>만화>본격장르만화>판타지>액션 판타지,9791171723331,"역사를 깊이 알고 만 대가로 CPO에게 목숨이 노려지는 베가펑크! 루피 일행에게 도움을 구하면서 함께 섬을 탈출하기 위해 움직이나, 스텔라(본체)가 행방불명되는데. 섬에선 대체 무슨 일이 벌어지고 있는지?!",,27500,BOOK
이처럼 사소한 것들,"클레어 키건 (지은이), 홍한별 (옮긴이)",52652,국내도서>소설/시/희곡>세계의 소설>아일랜드소설,9791130646381,2023년 4월 국내에 처음 소개된 『맡겨진 소녀』로 국내 문인들과 문학 독자들의 열렬한 환호를 받은 클레어 키건의 대표작. 자신이 속한 사회 공동체의 은밀한 공모를 발견하고 자칫 모든 걸 잃을 수 있는 선택 앞에서 고뇌하는 한 남자의 내면을 그린 작품이다.,,138267,BOOK
퓨처 셀프 - 현재와 미래가 달라지는 놀라운 혁명,"벤저민 하디 (지은이), 최은아 (옮긴이)",70216,국내도서>자기계발>성공>성공학,9791192389325,"‘미래의 나는 어떤 모습일까?’라는 질문은 우리가 인생에서 쉽게 놓치는 중요한 진실에 이르게 한다. 즉, 미래의 나와 연결될수록 현재 더 나은 삶을 살게 된다는 것이다. 이 책은 미래의 내가 어떤 모습일지 깊이 생각해보고, 지금 그 사람이 되는 방법을 구체적으로 알려주는 인생 지침서이다.",,154188,BOOK
세상은 이야기로 만들어졌다 - 신화·거짓말·유토피아,"자미라 엘 우아실, 프리데만 카릭 (지은이), 김현정 (옮긴이)",51378,국내도서>인문학>교양 인문학,9791192953151,2022년 독일 독서문화진흥재단에서 선정한 최고의 논픽션 중 한 권에 들어갔던 이 책에서 저자들은 이야기가 지닌 상반된 영향력을 추적한다. 그들은 어떤 이야기가 오늘날 우리를 위험에 빠뜨리는지 그리고 우리 세상을 유지하기 위해 새로운 이야기가 왜 절박한지를 잘 풀어놓고 있다.,,32932,BOOK
도시와 그 불확실한 벽,"무라카미 하루키 (지은이), 홍은주 (옮긴이)",50998,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,9788954699075,"고교생 에세이 대회에서 만나 서로 좋아하게 된 그들은, 화창한 여름날 순수한 한쌍의 소년과 소녀였다. 그러던 어느 날, 소녀가 알 수 없는 말을 한다. “지금 여기 있는 나는 진짜 내가 아니야. 진짜 나는 높은 벽으로 둘러싸인 그 도시에 살아.” 소년은 소녀가 들려주는 도시 이야기에 빠져든다.",,166150,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습,ETS (엮은이),49854,국내도서>외국어>토익>Reading,9788917239508,정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 최신 기출문제로 실전 감각을 키워 시험에 확실하게 대비할 수 있다. 교재 내 QR코드는 해당 회차의 무료 동영상 강의로 연결된다. 오답률 높은 고난도 문항을 친절한 해설 강의와 함께 수록하였다.,,177174,BOOK
ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 정기시험 성우 MP3+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습,ETS (엮은이),49855,국내도서>외국어>토익>Listening,9788917239492,"정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 기출문제로 실전 감각을 키워 시험에 확실하게 대비하자! 수록된 10세트의 LC 음원은 모두 정기시험 성우의 음원이다. 시험장에서 듣게 될 음성으로 공부하면 까다로운 영국식, 호주식 발음도 걱정 없다.",,163759,BOOK
