user_id,age,sex,fav_genre,isbn,rating
460,20,F,여행,9788927803584 ,2
862,40,F,시,9791160320572 ,1
949,40,F,과학,9791155361306 ,1
649,30,F,문학,9791192097091 ,5
21,10,M,시,9791192097091 ,1
895,40,F,문학,9791197852046 ,2
331,20,M,에세이,9791191825404 ,2
225,10,F,여행,9788927803584 ,5
882,40,F,역사,9788971999080 ,2
935,40,F,에세이,9791169811934 ,5
135,10,F,시,9791188990474 ,1
116,10,M,과학,9791160505047 ,1
216,10,F,여행,9788981333652 ,2
845,40,F,소설,9791186900420 ,2
915,40,F,요리/살림,9788960907867 ,2
708,30,F,과학,9791138482424 ,1
510,30,M,만화,9791167792860 ,5
367,20,F,소설,9788901266817 ,1
235,10,F,과학,9791167820860 ,1
400,20,F,역사,9788936479206 ,1
624,30,F,만화,9791170523017 ,2
300,20,M,고전,9788901271422 ,1
535,30,M,문학,9788927813088 ,2
825,40,M,여행,9791191994056 ,1
522,30,M,역사,9791135467394 ,4
799,40,M,요리/살림,9791192908410 ,4
562,30,M,요리/살림,9791160808766 ,1
770,40,M,문학,9788934967330 ,2
238,10,F,과학,9791197634994 ,5
204,10,F,에세이,9791138479790 ,1
895,40,F,문학,9791155815632 ,1
378,20,F,시,9791170628781 ,2
120,10,F,소설,9791164052011 ,4
719,30,F,과학,9791190065702 ,2
258,20,M,시,9791130679051 ,2
399,20,F,역사,9788958079880 ,2
92,10,M,에세이,9791155251591 ,5
944,40,F,여행,9788932041575 ,2
683,30,F,요리/살림,9791188635108 ,2
632,30,F,만화,9791138509893 ,2
471,20,F,과학,9791139706673 ,2
376,20,F,시,9788932308647 ,1
932,40,F,에세이,9791190299923 ,2
473,20,F,과학,9791168415096 ,4
946,40,F,여행,9788972912521 ,2
581,30,M,여행,9791190144018 ,2
561,30,M,요리/살림,9791196740504 ,5
455,20,F,에세이,9791169472876 ,1
175,10,F,문학,9788954692588 ,1
714,30,F,과학,9788974255756 ,2
796,40,M,요리/살림,9791160320565 ,2
849,40,F,소설,9791138479493 ,2
