title,author,genre_id,genre,ISBN,description_aladin,description_naver,salesPoint,mallType
마법천자문 9 - 믿는 마음! 믿을 신信,"스튜디오 시리얼 (지은이), 김창환 (감수)",48941,국내도서>어린이>어린이 한자>학습만화,9788950936082,"한자 학습만화 <마법천자문> 9권이 출간되었다. 9권에서는 확실한 한자 복습을 위해 교육페이지를 대폭 개편했다. 뜻과 소리를 외치는 마법 주문으로 한자를 외우고, 손으로는 획순대로 한자를 그려보는 구성이다. 본문에 등장하는 한자를 재미있는 게임과 퀴즈를 통해 복습할 수 있다.",,20778,BOOK
모모,"미하엘 엔데 (지은이), 한미희 (옮긴이)",48875,국내도서>어린이>동화/명작/고전>세계명작,9788949190020,"사람들에게서 행복과 풍요로움을 주는 시간을 빼앗아간 회색 신사들과 여자 아이 모모, 호라 박사 등이 벌이는 모험을 다룬 소설. 꿈 속에서 벌어질 법한 갖은 이야기들이 줄줄이 펼쳐진다.","시간은 삶이며, 삶은 우리 마음 속에 있다!

시간 도둑들과 도둑맞은 시간을 인간에게 찾아주는 어린 소녀 모모에 대한 이상하고도 흥미진진한 이야기. 독일의 문학작가, 미하엘 엔데의 작품으로, 현실과 꿈이 시처럼 어우러진 환상의 세계를 그려내고 있다. 

이탈리아의 어느 한 도시, 회색 사나이들이 지배하는 이 도시에 어디에서 왔는지 알 수 없는 '모모'라는 이상한 아이가 나타난다. 모모는 다른 사람의 이야기를 잠자코 들어줌으로써 인간에게 주어지는 시간의 풍요와 아름다움을 깨닫게 하는데…. 이 책을 통해 작가는 바쁘기 짝이 없고, 마음 놓고 쉴 수조차 없는 현대인들에게 '시간은 삶이고, 삶은 우리 마음속에 깃들어 있다'는 메시지를 전해준다.",75672,BOOK
어린이 세계풍물지리백과,"마르쿠스 뷔름리, 우테 프리젠 (지은이), 임정희 (옮긴이)",48844,국내도서>어린이>초등5~6학년>과학/수학/사회,9788957591147,"세계 193개국의 다양한 문화와 역사를 지도와 풍부한 사진자료와 함께 공부할 수 있도록 꾸민 학습백과이다. 대륙별로 나라를 소개하고, 나라별 지도와 함께 국기, 화폐, 인구, 수도, 언어 등 풍부한 학습정보를 수록했다. 이밖에 음식, 특산물, 유적지, 문화재, 정치 제도, 놀이문화 등 다양한 분야를 총망라해 다룬다.",,3484,BOOK
사랑하라 한번도 상처받지 않은 것처럼,류시화 (엮은이),51168,국내도서>소설/시/희곡>시>외국시,9788995501474,"류시화 시인이 잠언 시집 <지금 알고 있는 걸 그때도 알았더라면> 이후 '치유와 깨달음'이라는 주제 하에 8년 동안 모은 시를 책으로 펴냈다. 메리 올리버, 비슬라바 쉼보르스카, 옥타비오 빠스, 잘랄루딘 루미, 오마르 카이얌, 이누이트 족 인디언들, 티베트의 현자 등이 쓴 시 77편이 실려있다.","‘치유의 시’를 주제로 한 한 권의 시집!

《그대가 곁에 있어도 나는 그대가 그립다》 《외눈박이 물고기의 사랑》의 저자이며 잠언 시집 《지금 알고 있는 걸 그때도 알았더라면》을 소개해 ‘엮은 시집’이라는 새로운 지평을 연 류시화 시인이 이번에는 힐링 포엠을 주제로 한 권의 시집을 엮어 출간했다.  

시집 『사랑하라 한번도 상처받지 않은 것처럼』은 고대 이집트 파피루스 서기관에서부터 노벨 문학상 수상자에 이르기까지 41세기에 걸쳐 시대를 넘나드는 유명, 무명 시인들의 시를 수록한 책이다.  잠언 시집 《지금 알고 있는 걸 그때도 알았더라면》 이후 8년에 걸쳐 모은 이 시들은 치유와 깨달음이 그 주제다. 

메리 올리버, 비슬라바 쉼보르스카, 장 루슬로, 옥타비오 빠스, 이시카와 다쿠보쿠 등 현대를 대표하는 시인들, 잘랄루딘 루미, 까비르, 오마르 카이얌 등의 아랍과 인도의 중세 시인들, 그리고 이누이트 족 인디언들, 일본의 나막신 직공, 티베트의 현자 등의 시 77편이 실려 있다.",40428,BOOK
블루 오션 전략,"김위찬, 르네 마보안 (지은이), 강혜구 (옮긴이)",2173,국내도서>경제경영>기업 경영>경영전략/혁신,9788970856575,"치열한 경쟁으로 이윤이 점점 희박해지는 '레드 오션(Red Ocean)'에서 벗어나, 새로운 수요를 창출해 경쟁을 무의미하게 만드는 '블루 오션(Blue Ocean)'으로 나아가라. 하버드 경영대학원 역사상 최다 언어 번역 기록을 세운 책으로, 중앙일보, 한겨레신문, 동아일보 선정 올해의 책이다.","삼성경제연구소 2005년 최고의 히트상품
LG경제연구소 2005년 ""경영키워드""
TV책을 말하다 2005년 ""올해의 책""
네이버-교보문고 공동 ""올해의 책""
예스24 ""올해의 책""
한경 비즈니스 경제경영 1위 선정
한국출판인회의 선정 2005 최고의 번역출판물 선정
2005년 프랑크프루트도서전 ""최고의 경영도서"" 선정
아마존 ""2005년 10대 경영도서"" 선정
미국도서 유통업체 800-CEO READ ""2005년 최고의 책"" 선정

경쟁이 치열한 산업사회에서 대부분의 기업들은 시장점유율을 넓히기 위해 전략을 수립하고, 차별화를 위해 투쟁하며, 경쟁우위를 확보하기 위해서 머리를 싸맨다. 하지만 애초에 경쟁자가 없는 시장공간을 창출하면 어떨까? 이 책은 전략적인 성공을 거두기 위한 필수조건들에 대하여 새로운 방법론을 제안한다.

레드오션에서 기업들은 오로지 현재 존재하는 시장에서 수요자를 찾는 데서만 성장을 국한시킨다. 그 대신, 그들은 시장 바깥에 있는 비고객들에게로 눈을 돌려야 한다. 그래서 블루 오션처럼 거대하고 무한한 새로운 시장공간을 창출할 수 있어야 한다. 캘러웨이 골프에서 도전적인 스포츠에 겁먹은 비골퍼들을 위해 새로운 블루오션을 열었다. 골프채의 헤드가 크게 디자인된 '빅버타'라는 골프용품에 대한 새로운 요구의 블루 오션을 창출한 것이다. 

레드오션에서는 고객들이 동종 산업 안에서 타 경쟁자들과의 사이에서 어떻게 선택을 하느냐에 대해서만 질문한다. 그렇지만 블루오션을 창출한 기업들은, 소비자들이 의사결정하는데 산업간 경계를 넘어서까지 바라본다는 사실을 이해하고 있다. 이렇듯 블루오션 전략은 치밀한 방법론을 제시하며, 거대 신시장을 창출할 수 있게 해주는, 다음 세대를 위한 희망의 전략이라 할 수 있다.",15383,BOOK
현명한 부모들이 꼭 알아야 할 대화법,신의진 (지은이),7257,국내도서>좋은부모>교육/학습>창의 교육,9788959246755,"대부분의 부모들은 '공부 잘하는 아이' 못지않게 '말 잘 듣고 착한 아이'를 바란다. 하지만 지은이는 말 잘 듣는 아이가 더 위험할 수도 있다고, 잘못된 대화법으로 아이를 망치면서도 그것을 모르는 부모들이 너무 많다고 이야기한다.",,11440,BOOK
스밀라의 눈에 대한 감각,"페터 회 (지은이), 박현주 (옮긴이)",51067,국내도서>소설/시/희곡>추리/미스터리소설>기타국가 추리/미스터리소설,9788989351733,"<스밀라의 눈에 대한 감각>은 1992년 덴마크어로 출간된 이래 전세계 33개국에 번역되어 세계적인 반향을 불러일으킨 작품이다. 덴마크 올해의 작가상(1992), 덴마크 비평가상(1993), 전국 서점 협회 황금면류관상(1993), 전영 추리작가 협회 실버대거상(1994), 독일 추리 협회상(1995), 이탈리아 방카렐라상(1995) 등을 수상했으며 1993년에는 '타임'지 '올해의 책'으로 선정되기도 했다.","전통적 스릴러에 철학을 더한 전무후무의 미스터리!

1992년 덴마크어로 출간된 이래 전 세계 33개국에 번역되며 세계적인 반향을 불러 일으킨 화제의 추리소설. 출간 당시 《덴마크 올해의 작가상》, 《덴마크 비평가상》, 《전국 서점 협회 황금면류관상》, 《전영 추리작가 협회 실버대거상》등 다수의 문학상을 수상했으며 1997년에는 동명제목으로 영화화되기도 했다.

이 책은 차가운 미지의 땅을 배경으로 얼음과 숫자, 눈에 대한 통찰력을 가진 주인공과 함께 어린 소년의 죽음에 얽힌 미스터리를 풀어나가는 전통적인 추리소설의 플롯을 따르고 있다. 그러나 추리소설이라는 장르 안에 미스터리와 로맨스, 스릴러, 문명 비판, 철학적 통찰 등 각 장르적 요소들을 적재적소에 배치하고 있어 '하이브리드 소설'이라고 불러야 할 정도로 다채로운 면을 보여준다.

 또한 합리적인 표현력을 지닌 냉철한 성격의 소유자이지만 동시에 죽은 이웃집 아이에 대한 우정과 모성, 불의에 대한 분노 등 한없이 뜨거운 면모를 보여주는 여성 캐릭터가 매력을 더하며, 살인 스릴러물이면서도 철학적 치유를 끌어내는 균형감각은 이 소설의 여러 미덕 중 하나다.",8381,BOOK
곤충 세계에서 살아남기 1,"코믹컴 (지은이), 네모 (그림)",112080,국내도서>어린이>학습만화,9788937840517,평범하게 일상을 살아가던 주인공들이 갑자기 극한 상황에 처해 서바이벌 모험을 벌이면서 그에 필요한 각종 서바이벌 상식들과 자연과학 지식들을 배우게 되는 본격 에듀테인먼트 만화 '서바이벌 만화 과학상식 시리즈' 13번째 무대는 곤충 세계!,,8438,BOOK
다 빈치 코드 2,"댄 브라운 (지은이), 양선아 (옮긴이)",51062,국내도서>소설/시/희곡>추리/미스터리소설>영미 추리/미스터리소설,9788957590522,"예기치 않게 거대한 사건에 휘말리게 된 랭던과 소피는 레오나르도 다 빈치의 그림에 담긴 단서들을 추적하며, 2천년 동안 숨겨져왔던 비밀을 파헤치게 되는데...",,25787,BOOK
"2,000원으로 밥상차리기",김용환 (지은이),53472,국내도서>요리/살림>생활요리,9788931426243,"2000원으로 간단 밥상 차리기, 3000원으로 유명 맛집 흉내내기, 시간 날 때 만드는 밑반찬, 독신남의 요리 노트 등 적은 비용으로 간단하고 스피디하게 차릴 수 있는 메뉴를 소개한다.",-,28490,BOOK
