user_id,age,sex,fav_genre,isbn,rating
811,40,M,에세이,9788986072815 ,1
168,10,F,문학,9788978504089 ,4
87,10,M,에세이,9788988295373 ,1
217,10,F,여행,9788983759221 ,1
673,30,F,요리/살림,9791161453163 ,1
32,10,M,만화,9791171712533 ,2
681,30,F,요리/살림,9788995040911 ,1
906,40,F,고전,9788986701043 ,1
388,20,F,만화,9788985509398 ,1
212,10,F,에세이,9788932902197 ,4
267,20,M,만화,9791159099793 ,2
508,30,M,만화,9788972912521 ,1
166,10,F,역사,9788937416019 ,2
123,10,F,소설,9788988739006 ,4
123,10,F,소설,9788985846783 ,2
436,20,F,요리/살림,9788988762080 ,1
365,20,F,소설,9788935630813 ,2
166,10,F,역사,9788932011592 ,2
927,40,F,에세이,9788970123455 ,2
839,40,M,과학,9788983710406 ,4
816,40,M,여행,9788987608150 ,2
518,30,M,역사,9788989047001 ,5
917,40,F,요리/살림,9788988336274 ,1
408,20,F,문학,9788952743329 ,1
817,40,M,여행,9788988286111 ,2
165,10,F,역사,9788972911715 ,4
273,20,M,만화,9788987871431 ,1
261,20,M,시,9788970122403 ,1
570,30,M,에세이,9788984070318 ,1
69,10,M,고전,9788964063965 ,2
45,10,M,역사,9788936425043 ,1
750,40,M,만화,9791165072308 ,1
745,40,M,만화,9791136757296 ,4
812,40,M,에세이,9788985846783 ,1
619,30,F,시,9788934904007 ,1
13,10,M,시,9788901083681 ,2
435,20,F,요리/살림,9788985599252 ,2
129,10,F,소설,9788988375099 ,5
533,30,M,문학,9788979192773 ,2
941,40,F,여행,9788971990759 ,2
648,30,F,문학,9788970902333 ,1
200,10,F,요리/살림,9788987519296 ,1
142,10,F,시,9788987519586 ,1
413,20,F,문학,9788964063965 ,2
480,30,M,소설,9788957690840 ,2
573,30,M,에세이,9791133487707 ,2
884,40,F,역사,9788932004426 ,2
774,40,M,문학,9788952701688 ,1
236,10,F,과학,9788985548151 ,2
905,40,F,고전,9791130627366 ,2
747,40,M,만화,9788987787169 ,1
710,30,F,과학,9788986270280 ,5
371,20,F,소설,9788976962423 ,1
491,30,M,소설,9788985599184 ,1
419,20,F,문학,9788976821027 ,2
917,40,F,요리/살림,9788956810478 ,5
259,20,M,시,9788936470432 ,2
439,20,F,요리/살림,9788986270396 ,2
131,10,F,소설,9788974430191 ,4
278,20,M,역사,9788970632308 ,1
137,10,F,시,9788937409394 ,5
773,40,M,문학,9788970902050 ,1
757,40,M,역사,9788971842713 ,1
448,20,F,에세이,9788995040409 ,2
640,30,F,역사,9788952200785 ,1
384,20,F,만화,9791165019501 ,4
626,30,F,만화,9788932013749 ,1
744,40,M,만화,9788986270310 ,1
684,30,F,에세이,9788983759320 ,2
110,10,M,과학,9788991066700 ,1
231,10,F,과학,9788983710215 ,4
125,10,F,소설,9788985673808 ,2
813,40,M,에세이,9788976266330 ,1
350,20,M,과학,9788946413511 ,1
582,30,M,여행,9788992037259 ,1
509,30,M,만화,9788991290402 ,1
433,20,F,요리/살림,9788985777438 ,4
642,30,F,역사,9788973370849 ,2
837,40,M,과학,9788983710390 ,4
217,10,F,여행,9791193549735 ,2
373,20,F,시,9788937460210 ,1
496,30,M,시,9791136791856 ,1
325,20,M,에세이,9791133487608 ,1
482,30,M,소설,9788935601226 ,5
374,20,F,시,9788934908869 ,2
244,20,M,소설,9788991066700 ,1
677,30,F,요리/살림,9788973372546 ,1
796,40,M,요리/살림,9788970650623 ,2
113,10,M,과학,9788989276234 ,2
277,20,M,역사,9788971399019 ,1
874,40,F,만화,9788934904007 ,1
122,10,F,소설,9788915055315 ,2
131,10,F,소설,9788983758736 ,1
408,20,F,문학,9788995218730 ,1
646,30,F,역사,9788976960160 ,5
95,10,M,에세이,9788970123110 ,5
380,20,F,시,9788931433777 ,2
498,30,M,시,9788984070646 ,2
457,20,F,여행,9791187498384 ,1
531,30,M,문학,9788946026933 ,1
701,30,F,여행,9788937402296 ,1
573,30,M,에세이,9788987608051 ,1
80,10,M,요리/살림,9788995050767 ,2
769,40,M,문학,9788901061658 ,1
315,20,M,요리/살림,9791139716788 ,1
815,40,M,에세이,9788934900870 ,2
395,20,F,만화,9788982811753 ,1
627,30,F,만화,9788982812934 ,2
452,20,F,에세이,9788934900894 ,5
515,30,M,만화,9788985635363 ,2
563,30,M,요리/살림,9788971965948 ,1
65,10,M,고전,9788932311258 ,1
722,40,M,소설,9788959864744 ,2
298,20,M,문학,9788935610297 ,1
931,40,F,에세이,9788983752260 ,1
721,40,M,소설,9791170400608 ,1
742,40,M,시,9788934904328 ,1
271,20,M,만화,9791134841393 ,5
209,10,F,에세이,9788970123127 ,5
220,10,F,여행,9788986039436 ,1
778,40,M,문학,9788984070288 ,5
407,20,F,역사,9791136791863 ,1
318,20,M,요리/살림,9791191994223 ,4
25,10,M,만화,9788985599252 ,1
540,30,M,고전,9788988540060 ,2
277,20,M,역사,9791190382045 ,2
700,30,F,여행,9788954696012 ,2
827,40,M,여행,9788956052922 ,1
733,40,M,시,9788932008325 ,1
742,40,M,시,9788936421731 ,5
281,20,M,역사,9788991095304 ,2
106,10,M,여행,9788936470227 ,2
876,40,F,역사,9788934905059 ,4
245,20,M,소설,9788901064291 ,1
923,40,F,요리/살림,9788991147256 ,1
478,20,F,과학,9791196589134 ,2
762,40,M,역사,9788983920690 ,2
804,40,M,에세이,9791192988634 ,2
444,20,F,에세이,9788983710086 ,1
188,10,F,고전,9788972750970 ,2
637,30,F,역사,9788985846899 ,4
522,30,M,역사,9791127469429 ,1
955,40,F,과학,9788984985506 ,2
138,10,F,시,9788988323397 ,2
509,30,M,만화,9791136779045 ,4
648,30,F,문학,9788974830687 ,4
612,30,F,시,9788932040448 ,5
717,30,F,과학,9788971965061 ,1
576,30,M,여행,9788983942739 ,5
416,20,F,문학,9788973372522 ,5
619,30,F,시,9788936420208 ,4
468,20,F,과학,9788988105122 ,4
155,10,F,만화,9788932902579 ,1
147,10,F,만화,9788984103078 ,2
825,40,M,여행,9788980260928 ,1
892,40,F,문학,9791136773272 ,2
526,30,M,역사,9788986270389 ,4
134,10,F,시,9788932035956 ,4
551,30,M,고전,9788983753915 ,2
929,40,F,에세이,9791196589134 ,5
491,30,M,소설,9788970410722 ,2
203,10,F,요리/살림,9791164380077 ,5
345,20,M,여행,9788932035765 ,2
705,30,F,여행,9788957972502 ,4
523,30,M,역사,9788988404027 ,2
935,40,F,에세이,9788986903126 ,1
790,40,M,고전,9788937460241 ,2
286,20,M,역사,9788970089010 ,1
556,30,M,요리/살림,9788978504089 ,2
848,40,F,소설,9788932012148 ,2
768,40,M,문학,9788980260928 ,2
806,40,M,에세이,9788932309903 ,2
739,40,M,시,9788972910527 ,1
211,10,F,에세이,9788973372782 ,4
198,10,F,요리/살림,9788985726238 ,1
161,10,F,역사,9788976962362 ,4
492,30,M,시,9788934903789 ,2
599,30,M,과학,9788986072815 ,1
383,20,F,시,9788972912613 ,1
250,20,M,소설,9788977355842 ,2
491,30,M,소설,9788952703743 ,1
221,10,F,여행,9788992037259 ,1
428,20,F,고전,9788984474819 ,1
575,30,M,에세이,9788930306225 ,2
688,30,F,에세이,9788982811180 ,1
953,40,F,과학,9788932460772 ,2
449,20,F,에세이,9788985599009 ,1
190,10,F,고전,9788977660434 ,1
680,30,F,요리/살림,9788970415154 ,5
295,20,M,문학,9788970902050 ,2
226,10,F,여행,9788972782209 ,4
828,40,M,과학,9788995847978 ,1
213,10,F,에세이,9788946412743 ,5
391,20,F,만화,9788932014265 ,2
97,10,M,여행,9788976501172 ,2
864,40,F,만화,9788972771845 ,2
943,40,F,여행,9788972751069 ,1
616,30,F,시,9788977660403 ,2
549,30,M,고전,9788931432947 ,1
57,10,M,문학,9788931433777 ,1
335,20,M,에세이,9791171723331 ,1
702,30,F,여행,9788984310117 ,1
892,40,F,문학,9788984570092 ,1
74,10,M,요리/살림,9788932016214 ,1
226,10,F,여행,9788988045985 ,4
102,10,M,여행,9788983752697 ,4
366,20,F,소설,9788972974017 ,2
613,30,F,시,9788982812934 ,1
882,40,F,역사,9788901039893 ,1
813,40,M,에세이,9788972912385 ,1
424,20,F,고전,9788932000312 ,2
203,10,F,요리/살림,9788961885775 ,2
696,30,F,여행,9788932312637 ,1
760,40,M,역사,9788998010911 ,1
733,40,M,시,9788970415048 ,1
417,20,F,문학,9788932011035 ,5
781,40,M,고전,9788984985506 ,5
459,20,F,여행,9791164134038 ,2
707,30,F,여행,9788915050433 ,5
517,30,M,역사,9788937460227 ,2
887,40,F,역사,9788983920690 ,1
556,30,M,요리/살림,9788901037974 ,4
687,30,F,에세이,9791134841393 ,2
891,40,F,문학,9788954696012 ,2
633,30,F,만화,9788946421158 ,2
885,40,F,역사,9788931205022 ,5
93,10,M,에세이,9788985467230 ,2
366,20,F,소설,9788973371358 ,1
438,20,F,요리/살림,9791127873820 ,2
403,20,F,역사,9788984010222 ,5
457,20,F,여행,9788983710406 ,2
714,30,F,과학,9788984312821 ,2
766,40,M,역사,9791193549735 ,2
452,20,F,에세이,9788970632209 ,1
580,30,M,여행,9788983756954 ,1
461,20,F,여행,9788935610792 ,1
924,40,F,에세이,9788936470685 ,2
387,20,F,만화,9788971906965 ,2
210,10,F,에세이,9788972912996 ,2
593,30,M,과학,9788947522212 ,5
819,40,M,여행,9788983941305 ,2
761,40,M,역사,9788987671024 ,2
435,20,F,요리/살림,9788987871653 ,4
235,10,F,과학,9791138481281 ,1
493,30,M,시,9788988105122 ,1
485,30,M,소설,9788937400575 ,4
940,40,F,여행,9788987671024 ,1
587,30,M,여행,9788974832728 ,1
613,30,F,시,9788934901150 ,2
245,20,M,소설,9788937408861 ,2
50,10,M,문학,9788941310167 ,1
602,30,F,소설,9788939205277 ,2
11,10,M,소설,9788937460043 ,4
527,30,M,역사,9788983710321 ,1
883,40,F,역사,9788932902562 ,1
416,20,F,문학,9788915045057 ,2
752,40,M,만화,9788972910831 ,1
90,10,M,에세이,9788983920737 ,1
105,10,M,여행,9788932460888 ,2
792,40,M,요리/살림,9788936425036 ,2
837,40,M,과학,9788935601264 ,1
235,10,F,과학,9788932042787 ,2
95,10,M,에세이,9791171244713 ,2
950,40,F,과학,9788995677209 ,1
24,10,M,만화,9791193128428 ,1
75,10,M,요리/살림,9791136780171 ,2
668,30,F,고전,9788983754509 ,1
80,10,M,요리/살림,9788936422042 ,2
153,10,F,만화,9791136215239 ,4
67,10,M,고전,9788971395349 ,2
919,40,F,요리/살림,9788932011448 ,1
600,30,F,소설,9788952703743 ,5
812,40,M,에세이,9788960905993 ,5
905,40,F,고전,9788971991329 ,1
890,40,F,문학,9788989276234 ,2
142,10,F,시,8809254942645 ,2
255,20,M,시,9788970751535 ,2
253,20,M,시,9788947522212 ,1
387,20,F,만화,9788935652426 ,1
580,30,M,여행,9788995040928 ,2
412,20,F,문학,9788972912217 ,4
132,10,F,시,9788970593494 ,1
139,10,F,시,9791133487554 ,1
169,10,F,문학,9788972974017 ,5
